profile,n_seq,n_sites,batch_size,dtype,status,rss_peak_gb,torch_max_allocated_gb,torch_max_reserved_gb,elapsed_sec,error,stderr
pf2-bayesnj-infer,250,5000,1,fp32,oom,4.259765625,nan,nan,nan,"CUDA out of memory. Tried to allocate 148.42 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.14 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 3.07 GiB memory in use. Of the allocated memory 2.00 GiB is allocated by PyTorch, and 598.16 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,250,10000,1,fp32,oom,5.556640625,nan,nan,nan,"CUDA out of memory. Tried to allocate 296.83 GiB. GPU 0 has a total capacity of 79.25 GiB of which 69.65 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 5.56 GiB memory in use. Of the allocated memory 3.90 GiB is allocated by PyTorch, and 1.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,100,1,fp32,ok,5.046875,4.500499725341797,4.5546875,7.522090403363109,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,250,1,fp32,ok,11.5703125,11.013437271118164,11.078125,5.443419631570578,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,500,1,fp32,ok,22.419921875,21.8921160697937,21.927734375,5.809857860207558,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,1000,1,fp32,ok,44.25,43.64661121368408,43.7578125,5.953001169487834,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,2000,1,fp32,oom,2.341796875,nan,nan,nan,"CUDA out of memory. Tried to allocate 85.54 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.44 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 1.77 GiB memory in use. Of the allocated memory 1.04 GiB is allocated by PyTorch, and 257.96 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,3000,1,fp32,oom,3.2265625,nan,nan,nan,"CUDA out of memory. Tried to allocate 128.32 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.84 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.37 GiB memory in use. Of the allocated memory 1.49 GiB is allocated by PyTorch, and 403.70 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,4000,1,fp32,oom,4.107421875,nan,nan,nan,"CUDA out of memory. Tried to allocate 171.09 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.25 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.96 GiB memory in use. Of the allocated memory 1.95 GiB is allocated by PyTorch, and 547.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,5000,1,fp32,oom,4.99609375,nan,nan,nan,"CUDA out of memory. Tried to allocate 213.86 GiB. GPU 0 has a total capacity of 79.25 GiB of which 71.65 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 3.56 GiB memory in use. Of the allocated memory 2.40 GiB is allocated by PyTorch, and 698.30 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,300,10000,1,fp32,oom,9.4140625,nan,nan,nan,"CUDA out of memory. Tried to allocate 427.72 GiB. GPU 0 has a total capacity of 79.25 GiB of which 68.66 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 6.55 GiB memory in use. Of the allocated memory 4.68 GiB is allocated by PyTorch, and 1.40 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,100,1,fp32,ok,6.65625,6.100427150726318,6.1640625,7.556903367862105,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,250,1,fp32,ok,15.486328125,14.9414701461792,14.994140625,7.297919884324074,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,500,1,fp32,ok,30.228515625,29.719308376312256,29.736328125,7.344586629420519,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,1000,1,fp32,ok,59.8671875,59.273810386657715,59.375,8.41115477308631,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,2000,1,fp32,oom,2.634765625,nan,nan,nan,"CUDA out of memory. Tried to allocate 116.49 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.24 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 1.97 GiB memory in use. Of the allocated memory 1.22 GiB is allocated by PyTorch, and 273.35 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,3000,1,fp32,oom,2.66796875,nan,nan,nan,"CUDA out of memory. Tried to allocate 174.74 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.54 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.67 GiB memory in use. Of the allocated memory 1.75 GiB is allocated by PyTorch, and 448.53 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,4000,1,fp32,oom,4.69921875,nan,nan,nan,"CUDA out of memory. Tried to allocate 232.98 GiB. GPU 0 has a total capacity of 79.25 GiB of which 71.85 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 3.36 GiB memory in use. Of the allocated memory 2.28 GiB is allocated by PyTorch, and 616.52 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,5000,1,fp32,oom,5.732421875,nan,nan,nan,"CUDA out of memory. Tried to allocate 291.23 GiB. GPU 0 has a total capacity of 79.25 GiB of which 71.15 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 4.06 GiB memory in use. Of the allocated memory 2.81 GiB is allocated by PyTorch, and 789.87 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,350,10000,1,fp32,oom,10.88671875,nan,nan,nan,"CUDA out of memory. Tried to allocate 582.46 GiB. GPU 0 has a total capacity of 79.25 GiB of which 67.66 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 7.55 GiB memory in use. Of the allocated memory 5.46 GiB is allocated by PyTorch, and 1.60 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,100,1,fp32,ok,8.509765625,7.950888156890869,8.017578125,10.023277619853616,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,250,1,fp32,ok,20.021484375,19.475834846496582,19.529296875,10.090138893574476,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,500,1,fp32,ok,39.421875,38.74984359741211,38.9296875,10.600780019536614,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,1000,1,fp32,oom,1.75390625,nan,nan,nan,"CUDA out of memory. Tried to allocate 76.10 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.84 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 1.37 GiB memory in use. Of the allocated memory 821.50 MiB is allocated by PyTorch, and 88.50 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,2000,1,fp32,oom,2.93359375,nan,nan,nan,"CUDA out of memory. Tried to allocate 152.21 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.04 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.17 GiB memory in use. Of the allocated memory 1.41 GiB is allocated by PyTorch, and 286.31 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,3000,1,fp32,oom,4.107421875,nan,nan,nan,"CUDA out of memory. Tried to allocate 228.31 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.25 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.96 GiB memory in use. Of the allocated memory 2.01 GiB is allocated by PyTorch, and 477.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,4000,1,fp32,oom,5.291015625,nan,nan,nan,"CUDA out of memory. Tried to allocate 304.41 GiB. GPU 0 has a total capacity of 79.25 GiB of which 71.45 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 3.76 GiB memory in use. Of the allocated memory 2.62 GiB is allocated by PyTorch, and 676.25 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,5000,1,fp32,oom,6.46875,nan,nan,nan,"CUDA out of memory. Tried to allocate 380.52 GiB. GPU 0 has a total capacity of 79.25 GiB of which 70.65 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 4.56 GiB memory in use. Of the allocated memory 3.23 GiB is allocated by PyTorch, and 870.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,400,10000,1,fp32,oom,12.36328125,nan,nan,nan,"CUDA out of memory. Tried to allocate 761.03 GiB. GPU 0 has a total capacity of 79.25 GiB of which 66.66 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 8.55 GiB memory in use. Of the allocated memory 6.26 GiB is allocated by PyTorch, and 1.80 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,100,1,fp32,ok,10.619140625,10.05272626876831,10.126953125,13.577520875260234,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,250,1,fp32,ok,25.169921875,24.61751937866211,24.677734375,13.84138111025095,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,500,1,fp32,ok,49.640625,48.98170471191406,49.1484375,14.011881966143847,,"/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,1000,1,fp32,oom,1.8984375,nan,nan,nan,"CUDA out of memory. Tried to allocate 96.35 GiB. GPU 0 has a total capacity of 79.25 GiB of which 73.74 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 1.47 GiB memory in use. Of the allocated memory 950.53 MiB is allocated by PyTorch, and 59.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,2000,1,fp32,oom,3.2265625,nan,nan,nan,"CUDA out of memory. Tried to allocate 192.69 GiB. GPU 0 has a total capacity of 79.25 GiB of which 72.84 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 2.37 GiB memory in use. Of the allocated memory 1.61 GiB is allocated by PyTorch, and 281.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
pf2-bayesnj-infer,450,3000,1,fp32,oom,4.5546875,nan,nan,nan,"CUDA out of memory. Tried to allocate 289.04 GiB. GPU 0 has a total capacity of 79.25 GiB of which 71.95 GiB is free. Process 93323 has 3.62 GiB memory in use. Process 1129892 has 414.00 MiB memory in use. Including non-PyTorch memory, this process has 3.27 GiB memory in use. Of the allocated memory 2.29 GiB is allocated by PyTorch, and 502.67 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)","/envs/pf2/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: 'Could not load this library: <pf2-env>/lib/python3.10/site-packages/torchvision/image.so'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn("
