msa_id	split	tree_path	num_sequences	alignment_length	tree_bucket	num_tips	num_internal_nodes	num_branches	total_tree_length	mean_branch_length	median_branch_length	max_branch_length	mean_root_to_leaf_depth	median_root_to_leaf_depth	max_root_to_leaf_depth	mean_root_to_leaf_edges	median_root_to_leaf_edges	max_root_to_leaf_edges	tree_bucket_q_low	tree_bucket_q_high
1530	train	data/zenodo_raw/data_pandit/aa/1530/tree.1530	19	380	long-tree	19	17	35	24.704011	0.705828885714	0.507935	2.423169	3.06538452632	3.022519	4.170322	5.68421052632	6	9	5.951082	13.683736
1531	train	data/zenodo_raw/data_pandit/aa/1531/tree.1531	5	377	short-tree	5	3	7	4.826436	0.689490857143	0.305691	3.434588	1.0264258	0.471212	3.434588	1.8	2	2	5.951082	13.683736
1532	train	data/zenodo_raw/data_pandit/aa/1532/tree.1532	28	229	long-tree	28	26	53	32.204388	0.607629962264	0.426296	1.969812	2.63074457143	2.6556905	4.779294	5.67857142857	5.5	10	5.951082	13.683736
1533	train	data/zenodo_raw/data_pandit/aa/1533/tree.1533	22	156	long-tree	22	20	41	20.176894	0.492119365854	0.317911	1.762444	2.38245163636	2.56469	3.286214	5.86363636364	7	8	5.951082	13.683736
1534	train	data/zenodo_raw/data_pandit/aa/1534/tree.1534	23	205	long-tree	23	21	43	24.88921	0.578818837209	0.40995	2.013836	2.20968469565	2.363834	2.740324	6.5652173913	7	10	5.951082	13.683736
1535	train	data/zenodo_raw/data_pandit/aa/1535/tree.1535	6	216	mid-tree	6	4	9	6.320005	0.702222777778	0.357073	2.647051	2.05614	2.352979	4.172919	2.5	2.5	4	5.951082	13.683736
1536	train	data/zenodo_raw/data_pandit/aa/1536/tree.1536	10	425	mid-tree	10	8	17	7.825648	0.460332235294	0.198436	2.008524	1.4543481	1.373957	3.076831	3.7	4	6	5.951082	13.683736
1537	train	data/zenodo_raw/data_pandit/aa/1537/tree.1537	28	148	long-tree	28	26	53	28.222189	0.532494132075	0.40476	1.87321	4.45370589286	4.3507625	6.53961	8.42857142857	9	14	5.951082	13.683736
1539	train	data/zenodo_raw/data_pandit/aa/1539/tree.1539	7	200	short-tree	7	5	11	4.309262	0.391751090909	0.172774	1.417715	0.862196142857	0.856402	1.840616	3	3	5	5.951082	13.683736
1540	train	data/zenodo_raw/data_pandit/aa/1540/tree.1540	7	359	mid-tree	7	5	11	8.528312	0.775301090909	0.683975	2.190374	1.50846371429	1.611021	2.190374	3	3	5	5.951082	13.683736
1543	train	data/zenodo_raw/data_pandit/aa/1543/tree.1543	17	172	mid-tree	17	15	31	10.249059	0.330614806452	0.253446	0.885676	1.46559517647	1.651693	2.352501	6.29411764706	8	10	5.951082	13.683736
1546	train	data/zenodo_raw/data_pandit/aa/1546/tree.1546	9	112	mid-tree	9	7	15	7.384781	0.492318733333	0.304193	1.320926	1.76028655556	1.818693	2.78704	3.33333333333	4	5	5.951082	13.683736
1547	train	data/zenodo_raw/data_pandit/aa/1547/tree.1547	12	349	mid-tree	12	10	21	6.806261	0.324107666667	0.261352	1.011819	1.29286058333	1.396784	2.558737	4.75	4.5	8	5.951082	13.683736
1550	train	data/zenodo_raw/data_pandit/aa/1550/tree.1550	18	215	long-tree	18	16	33	19.656522	0.595652181818	0.338477	2.408466	1.89020494444	1.764005	3.355732	5.16666666667	6	7	5.951082	13.683736
1551	train	data/zenodo_raw/data_pandit/aa/1551/tree.1551	5	230	short-tree	5	3	7	3.628171	0.518310142857	0.39486	1.363695	0.8683974	0.758303	1.363695	2	2	3	5.951082	13.683736
1552	train	data/zenodo_raw/data_pandit/aa/1552/tree.1552	278	750	long-tree	278	276	553	216.675365	0.391818019892	0.275321	2.403936	3.74606435971	3.823075	5.128227	21.0971223022	22	32	5.951082	13.683736
1554	train	data/zenodo_raw/data_pandit/aa/1554/tree.1554	14	92	mid-tree	14	12	25	11.53167	0.4612668	0.418649	1.47336	1.53051285714	1.496465	2.899362	5.42857142857	6	9	5.951082	13.683736
1556	train	data/zenodo_raw/data_pandit/aa/1556/tree.1556	18	144	mid-tree	18	16	33	8.221125	0.249125	0.214041	0.822308	1.06688388889	1.013769	2.104122	5.94444444444	6	10	5.951082	13.683736
1558	train	data/zenodo_raw/data_pandit/aa/1558/tree.1558	30	297	long-tree	30	28	57	27.748176	0.486810105263	0.210723	5.9693	3.959623	4.0986555	7.031597	7.53333333333	8	11	5.951082	13.683736
1559	train	data/zenodo_raw/data_pandit/aa/1559/tree.1559	15	170	mid-tree	15	13	27	8.398304	0.311048296296	0.155843	1.977934	1.01117866667	0.882768	2.670357	5.53333333333	6	9	5.951082	13.683736
1565	train	data/zenodo_raw/data_pandit/aa/1565/tree.1565	24	467	mid-tree	24	22	45	10.995272	0.244339377778	0.188057	1.037209	1.21634058333	1.151045	2.39569	6.70833333333	6	12	5.951082	13.683736
1567	train	data/zenodo_raw/data_pandit/aa/1567/tree.1567	15	333	long-tree	15	13	27	14.48511	0.536485555556	0.343379	3.017664	1.90619826667	1.924925	3.017664	5.53333333333	6	9	5.951082	13.683736
1569	train	data/zenodo_raw/data_pandit/aa/1569/tree.1569	13	120	mid-tree	13	11	23	7.294563	0.317154913043	0.23327	0.908934	1.08436838462	1.328272	1.920441	4.69230769231	4	8	5.951082	13.683736
1570	train	data/zenodo_raw/data_pandit/aa/1570/tree.1570	80	372	long-tree	80	78	157	75.851022	0.483127528662	0.34823	3.1097	5.1001338125	4.8511215	8.306969	12.7625	14	19	5.951082	13.683736
1573	train	data/zenodo_raw/data_pandit/aa/1573/tree.1573	8	105	mid-tree	8	6	13	6.173052	0.474850153846	0.304201	2.044084	1.2281255	0.964651	2.664652	3	3.5	4	5.951082	13.683736
1575	train	data/zenodo_raw/data_pandit/aa/1575/tree.1575	20	130	long-tree	20	18	37	14.802968	0.400080216216	0.298704	1.484028	1.9491176	2.0376425	2.410254	5.15	5.5	7	5.951082	13.683736
1576	train	data/zenodo_raw/data_pandit/aa/1576/tree.1576	72	714	long-tree	72	70	141	73.264228	0.519604453901	0.351426	2.327077	3.49136420833	3.3156745	4.74171	11.0416666667	12	18	5.951082	13.683736
1579	train	data/zenodo_raw/data_pandit/aa/1579/tree.1579	5	97	mid-tree	5	3	7	5.956316	0.850902285714	1.123833	1.302327	1.3654684	1.264059	1.950355	2	2	3	5.951082	13.683736
1580	train	data/zenodo_raw/data_pandit/aa/1580/tree.1580	7	55	short-tree	7	5	11	3.190464	0.290042181818	0.199646	0.971412	1.00905871429	1.389936	1.608024	3	3	5	5.951082	13.683736
1581	train	data/zenodo_raw/data_pandit/aa/1581/tree.1581	14	72	mid-tree	14	12	25	7.618422	0.30473688	0.165222	0.837404	0.974282642857	1.0220975	1.636695	5.07142857143	5.5	8	5.951082	13.683736
1582	train	data/zenodo_raw/data_pandit/aa/1582/tree.1582	4	172	short-tree	4	2	5	1.764802	0.3529604	0.263904	0.925269	0.5071765	0.4556505	0.925269	1.5	1.5	2	5.951082	13.683736
1584	train	data/zenodo_raw/data_pandit/aa/1584/tree.1584	14	237	mid-tree	14	12	25	10.128421	0.40513684	0.263592	2.057286	1.40187942857	1.246	2.624287	5.5	6	10	5.951082	13.683736
1585	train	data/zenodo_raw/data_pandit/aa/1585/tree.1585	20	95	long-tree	20	18	37	15.135282	0.409061675676	0.203593	2.080471	1.48864575	0.8639705	3.66917	5.25	4.5	10	5.951082	13.683736
1586	train	data/zenodo_raw/data_pandit/aa/1586/tree.1586	13	726	long-tree	13	11	23	14.011959	0.609215608696	0.547275	1.665581	2.81473746154	3.235675	4.227612	4	5	6	5.951082	13.683736
1587	train	data/zenodo_raw/data_pandit/aa/1587/tree.1587	16	292	long-tree	16	14	29	15.283122	0.527004206897	0.385755	3.011151	1.731378	1.7387035	3.681267	4.3125	4	7	5.951082	13.683736
1588	train	data/zenodo_raw/data_pandit/aa/1588/tree.1588	28	130	long-tree	28	26	53	22.128259	0.417514320755	0.343572	1.482056	2.69332271429	2.773799	4.952625	7.92857142857	8	13	5.951082	13.683736
1590	train	data/zenodo_raw/data_pandit/aa/1590/tree.1590	28	154	long-tree	28	26	53	25.059693	0.472824396226	0.286686	6.040141	5.12122460714	5.352743	9.749389	6.75	6	12	5.951082	13.683736
1592	train	data/zenodo_raw/data_pandit/aa/1592/tree.1592	10	227	short-tree	10	8	17	3.295867	0.193874529412	0.218602	0.364832	0.5272765	0.532202	0.936401	4.1	4	7	5.951082	13.683736
1594	train	data/zenodo_raw/data_pandit/aa/1594/tree.1594	14	123	mid-tree	14	12	25	13.166194	0.52664776	0.375299	2.092038	2.14779978571	1.952982	3.304911	4.35714285714	4.5	7	5.951082	13.683736
1595	train	data/zenodo_raw/data_pandit/aa/1595/tree.1595	23	76	long-tree	23	21	43	19.431051	0.451884906977	0.325367	1.506939	1.92003808696	2.152366	3.462894	6.78260869565	6	12	5.951082	13.683736
1596	train	data/zenodo_raw/data_pandit/aa/1596/tree.1596	9	491	short-tree	9	7	15	4.179848	0.278656533333	0.250695	0.603764	0.741632666667	0.790235	1.417724	3.88888888889	4	6	5.951082	13.683736
1597	train	data/zenodo_raw/data_pandit/aa/1597/tree.1597	18	148	long-tree	18	16	33	28.621542	0.867319454545	0.511668	9	3.45885366667	3.151483	9	6.5	8	9	5.951082	13.683736
1598	train	data/zenodo_raw/data_pandit/aa/1598/tree.1598	13	408	long-tree	13	11	23	16.837728	0.732075130435	0.693962	2.116787	2.61811315385	2.6613	3.823924	4.84615384615	5	8	5.951082	13.683736
1601	train	data/zenodo_raw/data_pandit/aa/1601/tree.1601	9	170	mid-tree	9	7	15	7.907125	0.527141666667	0.343688	1.566112	1.979687	1.865138	2.621242	3.22222222222	4	5	5.951082	13.683736
1603	train	data/zenodo_raw/data_pandit/aa/1603/tree.1603	7	522	mid-tree	7	5	11	9.924482	0.902225636364	0.788548	1.730053	2.04266485714	2.132685	2.530219	2.42857142857	3	3	5.951082	13.683736
1605	train	data/zenodo_raw/data_pandit/aa/1605/tree.1605	17	184	mid-tree	17	15	31	11.551437	0.372627	0.262841	1.245995	1.74381929412	2.02296	3.301321	5.94117647059	7	9	5.951082	13.683736
1606	train	data/zenodo_raw/data_pandit/aa/1606/tree.1606	10	404	mid-tree	10	8	17	9.882431	0.581319470588	0.324654	1.88827	1.637967	1.672634	2.263956	3.9	4.5	6	5.951082	13.683736
1607	train	data/zenodo_raw/data_pandit/aa/1607/tree.1607	60	472	long-tree	60	58	117	58.484177	0.499864760684	0.313107	2.737865	4.97166676667	5.362408	7.078234	11.0666666667	12	17	5.951082	13.683736
1610	train	data/zenodo_raw/data_pandit/aa/1610/tree.1610	4	907	short-tree	4	2	5	2.404991	0.4809982	0.226496	1.540964	0.65787175	0.366863	1.76746	1.5	1.5	2	5.951082	13.683736
1612	train	data/zenodo_raw/data_pandit/aa/1612/tree.1612	13	256	mid-tree	13	11	23	10.423131	0.453179608696	0.277873	2.21911	2.54757469231	3.265311	4.170115	5.23076923077	7	8	5.951082	13.683736
1613	train	data/zenodo_raw/data_pandit/aa/1613/tree.1613	8	480	mid-tree	8	6	13	10.171716	0.782439692308	0.294639	5.033285	1.484134	0.8330115	5.731149	3.5	3.5	6	5.951082	13.683736
1614	train	data/zenodo_raw/data_pandit/aa/1614/tree.1614	9	69	mid-tree	9	7	15	10.06425	0.67095	0.563919	2.07889	1.75580466667	1.830832	2.91749	3.77777777778	5	6	5.951082	13.683736
1615	train	data/zenodo_raw/data_pandit/aa/1615/tree.1615	10	111	mid-tree	10	8	17	7.603264	0.447250823529	0.189116	1.79617	0.9353905	0.7424515	1.990238	3.2	4	4	5.951082	13.683736
1617	train	data/zenodo_raw/data_pandit/aa/1617/tree.1617	8	101	mid-tree	8	6	13	6.438974	0.495305692308	0.328763	1.762171	2.06326525	2.6414995	3.194396	3.5	3.5	6	5.951082	13.683736
1621	train	data/zenodo_raw/data_pandit/aa/1621/tree.1621	39	94	long-tree	39	37	75	36.102779	0.481370386667	0.348944	2.286885	2.75609384615	2.629007	4.681767	8.58974358974	9	14	5.951082	13.683736
1622	train	data/zenodo_raw/data_pandit/aa/1622/tree.1622	12	285	mid-tree	12	10	21	11.332252	0.539631047619	0.408462	1.408074	1.67939483333	1.6700215	2.603511	4.16666666667	4.5	6	5.951082	13.683736
1623	train	data/zenodo_raw/data_pandit/aa/1623/tree.1623	8	247	short-tree	8	6	13	2.912733	0.224056384615	0.258476	0.417248	0.5342465	0.495883	0.86599	3	3.5	4	5.951082	13.683736
1624	train	data/zenodo_raw/data_pandit/aa/1624/tree.1624	14	353	long-tree	14	12	25	18.268711	0.73074844	0.335109	7.60186	2.5807955	1.89722	7.60186	4.28571428571	4	7	5.951082	13.683736
1625	train	data/zenodo_raw/data_pandit/aa/1625/tree.1625	4	555	mid-tree	4	2	5	6.677626	1.3355252	0.87772	3.439552	1.8888365	1.425725	4.317272	1.5	1.5	2	5.951082	13.683736
1626	train	data/zenodo_raw/data_pandit/aa/1626/tree.1626	13	240	mid-tree	13	11	23	12.16846	0.529063478261	0.314827	1.8631	1.92267423077	2.237313	2.766019	4.23076923077	4	7	5.951082	13.683736
1627	train	data/zenodo_raw/data_pandit/aa/1627/tree.1627	11	36	mid-tree	11	9	19	7.450784	0.392146526316	0.262682	1.398722	1.54851209091	1.58585	2.973206	4.72727272727	6	8	5.951082	13.683736
1628	train	data/zenodo_raw/data_pandit/aa/1628/tree.1628	14	88	long-tree	14	12	25	13.802623	0.55210492	0.478145	2.562365	1.97347914286	2.186184	3.478617	4.5	5	7	5.951082	13.683736
1629	train	data/zenodo_raw/data_pandit/aa/1629/tree.1629	7	203	short-tree	7	5	11	5.520442	0.501858363636	0.307302	1.333084	1.10191585714	1.20166	1.900313	2.42857142857	3	3	5.951082	13.683736
1630	train	data/zenodo_raw/data_pandit/aa/1630/tree.1630	14	147	mid-tree	14	12	25	9.244228	0.36976912	0.288472	1.122916	1.66604242857	1.729562	2.587507	5.14285714286	4.5	9	5.951082	13.683736
1631	train	data/zenodo_raw/data_pandit/aa/1631/tree.1631	12	211	mid-tree	12	10	21	10.887977	0.518475095238	0.443874	1.60931	1.77760091667	1.8511705	3.239625	4.83333333333	4.5	9	5.951082	13.683736
1632	train	data/zenodo_raw/data_pandit/aa/1632/tree.1632	9	65	mid-tree	9	7	15	6.138023	0.409201533333	0.244785	1.817236	1.64275655556	1.959525	2.676854	4	4	7	5.951082	13.683736
1633	train	data/zenodo_raw/data_pandit/aa/1633/tree.1633	14	86	mid-tree	14	12	25	8.668766	0.34675064	0.289781	0.750286	1.41665785714	1.020166	2.847232	4.64285714286	4.5	8	5.951082	13.683736
1634	train	data/zenodo_raw/data_pandit/aa/1634/tree.1634	34	307	long-tree	34	32	65	36.568026	0.562585015385	0.36905	3.215275	6.32757826471	6.257465	9.549562	8.73529411765	9	14	5.951082	13.683736
1635	train	data/zenodo_raw/data_pandit/aa/1635/tree.1635	19	214	long-tree	19	17	35	17.753052	0.507230057143	0.380065	4.122393	1.76945663158	1.509259	5.777826	6.15789473684	7	9	5.951082	13.683736
1636	train	data/zenodo_raw/data_pandit/aa/1636/tree.1636	13	163	long-tree	13	11	23	14.054922	0.611083565217	0.516569	1.977339	2.17018561538	1.982509	3.452707	4.07692307692	4	6	5.951082	13.683736
1637	train	data/zenodo_raw/data_pandit/aa/1637/tree.1637	7	377	mid-tree	7	5	11	9.103394	0.827581272727	0.329241	3.237438	2.42650328571	2.571125	3.237438	3	3	5	5.951082	13.683736
1638	train	data/zenodo_raw/data_pandit/aa/1638/tree.1638	14	137	long-tree	14	12	25	16.428773	0.65715092	0.422685	5.863251	2.35295642857	2.4273445	5.863251	5.64285714286	6.5	9	5.951082	13.683736
1639	train	data/zenodo_raw/data_pandit/aa/1639/tree.1639	8	345	mid-tree	8	6	13	10.136766	0.779751230769	0.57503	2.51469	2.060936875	1.9825125	3.445912	3	3.5	4	5.951082	13.683736
1640	train	data/zenodo_raw/data_pandit/aa/1640/tree.1640	56	355	long-tree	56	54	109	61.380524	0.563124073394	0.33733	2.830086	3.443562625	3.8220745	5.782388	8.39285714286	9	13	5.951082	13.683736
1641	train	data/zenodo_raw/data_pandit/aa/1641/tree.1641	18	569	long-tree	18	16	33	15.065868	0.456541454545	0.245308	3.711167	5.19825533333	6.017441	7.260862	7	7	11	5.951082	13.683736
1643	train	data/zenodo_raw/data_pandit/aa/1643/tree.1643	9	59	mid-tree	9	7	15	6.450594	0.4300396	0.30248	1.701957	1.26200311111	1.406145	1.952194	3.88888888889	4	6	5.951082	13.683736
1644	train	data/zenodo_raw/data_pandit/aa/1644/tree.1644	18	280	long-tree	18	16	33	20.67791	0.626603333333	0.390037	2.277372	2.267353	2.258073	3.663612	5.66666666667	6	9	5.951082	13.683736
1647	train	data/zenodo_raw/data_pandit/aa/1647/tree.1647	8	153	short-tree	8	6	13	5.52079	0.424676153846	0.362331	1.363842	1.0650665	1.100408	1.363842	3.5	3.5	6	5.951082	13.683736
1649	train	data/zenodo_raw/data_pandit/aa/1649/tree.1649	23	190	long-tree	23	21	43	26.542817	0.617274813953	0.401626	1.968387	2.7408873913	2.831294	3.793129	6.82608695652	8	10	5.951082	13.683736
1651	train	data/zenodo_raw/data_pandit/aa/1651/tree.1651	7	240	mid-tree	7	5	11	7.497413	0.681583	0.44552	2.824184	1.24197014286	1.067601	2.824184	2.42857142857	3	3	5.951082	13.683736
1653	train	data/zenodo_raw/data_pandit/aa/1653/tree.1653	19	397	mid-tree	19	17	35	13.162622	0.376074914286	0.225971	2.345798	1.73812947368	1.71327	2.345798	4.42105263158	5	6	5.951082	13.683736
1656	train	data/zenodo_raw/data_pandit/aa/1656/tree.1656	27	145	long-tree	27	25	51	29.670303	0.581770647059	0.472112	2.42827	3.41157877778	3.640807	5.215431	6.55555555556	7	11	5.951082	13.683736
1658	train	data/zenodo_raw/data_pandit/aa/1658/tree.1658	7	318	mid-tree	7	5	11	11.239156	1.02174145455	0.226766	7.979998	2.93754685714	1.581762	8.511628	2.57142857143	2	4	5.951082	13.683736
1659	train	data/zenodo_raw/data_pandit/aa/1659/tree.1659	19	44	long-tree	19	17	35	18.215121	0.520432028571	0.312736	2.002567	3.450803	3.77839	6.885913	5.42105263158	6	8	5.951082	13.683736
1660	train	data/zenodo_raw/data_pandit/aa/1660/tree.1660	11	26	mid-tree	11	9	19	9.52018	0.501062105263	0.373861	1.49983	1.92530554545	2.09743	3.066481	4.18181818182	5	6	5.951082	13.683736
1661	train	data/zenodo_raw/data_pandit/aa/1661/tree.1661	23	287	long-tree	23	21	43	22.551873	0.524462162791	0.428686	1.659679	1.97895217391	1.971983	2.383528	5.13043478261	5	8	5.951082	13.683736
1662	train	data/zenodo_raw/data_pandit/aa/1662/tree.1662	44	205	long-tree	44	42	85	28.719521	0.337876717647	0.258233	1.108158	2.67063077273	3.0093615	3.900962	8.59090909091	9	12	5.951082	13.683736
1663	train	data/zenodo_raw/data_pandit/aa/1663/tree.1663	63	628	long-tree	63	61	123	116.853114	0.950025317073	0.463614	4.630677	5.20945419048	4.04961	10.106545	7.47619047619	7	14	5.951082	13.683736
1664	train	data/zenodo_raw/data_pandit/aa/1664/tree.1664	18	225	long-tree	18	16	33	26.623619	0.806776333333	0.624218	3.013696	2.87275922222	3.0702545	4.313628	4.88888888889	5	8	5.951082	13.683736
1665	train	data/zenodo_raw/data_pandit/aa/1665/tree.1665	42	202	long-tree	42	40	81	35.233639	0.434983197531	0.307155	1.866164	3.8853422619	4.5516445	5.275446	9.59523809524	11	15	5.951082	13.683736
1666	train	data/zenodo_raw/data_pandit/aa/1666/tree.1666	115	494	long-tree	115	113	227	81.717145	0.359987422907	0.250026	1.957177	2.30741997391	2.25184	3.11255	10.9652173913	11	18	5.951082	13.683736
1667	train	data/zenodo_raw/data_pandit/aa/1667/tree.1667	17	235	long-tree	17	15	31	22.383419	0.722045774194	0.339265	5.370861	3.68588811765	3.649056	5.828802	5.35294117647	6	8	5.951082	13.683736
1668	train	data/zenodo_raw/data_pandit/aa/1668/tree.1668	14	626	mid-tree	14	12	25	12.094428	0.48377712	0.36567	1.885876	2.79056214286	2.9562655	4.065029	4.28571428571	5	7	5.951082	13.683736
1669	train	data/zenodo_raw/data_pandit/aa/1669/tree.1669	65	245	long-tree	65	63	127	70.526019	0.555322984252	0.340209	3.67914	6.74115303077	7.110154	9.205299	12.6153846154	14	20	5.951082	13.683736
1671	train	data/zenodo_raw/data_pandit/aa/1671/tree.1671	4	453	short-tree	4	2	5	3.88582	0.777164	0.526671	1.570439	1.02875175	1.0089485	1.570439	1.5	1.5	2	5.951082	13.683736
1672	train	data/zenodo_raw/data_pandit/aa/1672/tree.1672	6	258	mid-tree	6	4	9	7.252653	0.805850333333	0.052317	5.166214	1.82819966667	1.9051825	5.166214	2.5	2.5	4	5.951082	13.683736
1673	train	data/zenodo_raw/data_pandit/aa/1673/tree.1673	6	276	short-tree	6	4	9	5.494573	0.610508111111	0.075661	2.118492	1.70492666667	1.735626	2.118492	2.16666666667	2	3	5.951082	13.683736
1674	train	data/zenodo_raw/data_pandit/aa/1674/tree.1674	17	147	long-tree	17	15	31	28.708627	0.926084741935	0.638968	2.955129	3.84636552941	2.913844	7.311681	4.52941176471	5	6	5.951082	13.683736
1675	train	data/zenodo_raw/data_pandit/aa/1675/tree.1675	6	422	short-tree	6	4	9	4.037003	0.448555888889	0.220289	1.28021	1.63608933333	2.118037	2.640392	2.5	2.5	4	5.951082	13.683736
1676	train	data/zenodo_raw/data_pandit/aa/1676/tree.1676	14	669	long-tree	14	12	25	16.600396	0.66401584	0.607381	2.428549	3.53958614286	4.5973605	5.255814	4.92857142857	5.5	8	5.951082	13.683736
1678	train	data/zenodo_raw/data_pandit/aa/1678/tree.1678	16	235	long-tree	16	14	29	18.828992	0.649275586207	0.45988	2.656002	2.079628875	2.069217	3.774264	4.375	4.5	7	5.951082	13.683736
1680	train	data/zenodo_raw/data_pandit/aa/1680/tree.1680	5	117	short-tree	5	3	7	2.12211	0.303158571429	0.324581	0.529992	0.4869718	0.445193	0.797833	1.8	2	2	5.951082	13.683736
1681	train	data/zenodo_raw/data_pandit/aa/1681/tree.1681	7	88	short-tree	7	5	11	2.708527	0.246229727273	0.235763	0.343805	0.668513428571	0.755217	0.961355	2.71428571429	3	4	5.951082	13.683736
1683	train	data/zenodo_raw/data_pandit/aa/1683/tree.1683	6	40	short-tree	6	4	9	1.787924	0.198658222222	0.20561	0.422774	0.431491666667	0.4680825	0.668857	2.5	2.5	4	5.951082	13.683736
1684	train	data/zenodo_raw/data_pandit/aa/1684/tree.1684	9	91	short-tree	9	7	15	4.810232	0.320682133333	0.1623	1.514051	0.903323111111	0.528328	2.520858	3.22222222222	4	5	5.951082	13.683736
1686	train	data/zenodo_raw/data_pandit/aa/1686/tree.1686	41	95	long-tree	41	39	79	43.309693	0.548223962025	0.378353	2.583163	2.14880902439	1.979268	3.724383	6.36585365854	6	10	5.951082	13.683736
1687	train	data/zenodo_raw/data_pandit/aa/1687/tree.1687	59	59	long-tree	59	57	115	30.05018	0.261305913043	0.174415	1.23372	2.90950944068	2.099186	6.66331	11.2881355932	11	20	5.951082	13.683736
1689	train	data/zenodo_raw/data_pandit/aa/1689/tree.1689	11	204	long-tree	11	9	19	14.168079	0.745688368421	0.599267	2.029457	2.622894	2.710602	5.451329	4.63636363636	6	7	5.951082	13.683736
1690	train	data/zenodo_raw/data_pandit/aa/1690/tree.1690	13	359	long-tree	13	11	23	16.208527	0.704718565217	0.193766	7.91616	1.71239938462	0.64946	8.488452	3.92307692308	4	6	5.951082	13.683736
1692	train	data/zenodo_raw/data_pandit/aa/1692/tree.1692	8	42	short-tree	8	6	13	1.865233	0.143479461538	0.089593	0.358402	0.3593645	0.3960415	0.557115	3.5	3.5	6	5.951082	13.683736
1693	train	data/zenodo_raw/data_pandit/aa/1693/tree.1693	9	227	short-tree	9	7	15	5.332974	0.3555316	0.120497	1.126215	0.947373777778	0.269357	2.518564	3.33333333333	4	5	5.951082	13.683736
1695	train	data/zenodo_raw/data_pandit/aa/1695/tree.1695	22	329	long-tree	22	20	41	19.820456	0.483425756098	0.267834	2.843203	3.46978454545	2.0796235	6.514661	6.95454545455	7	12	5.951082	13.683736
1696	train	data/zenodo_raw/data_pandit/aa/1696/tree.1696	16	450	long-tree	16	14	29	19.468163	0.671315965517	0.458405	2.436905	2.68513825	2.626395	4.875246	5.8125	7	9	5.951082	13.683736
1698	train	data/zenodo_raw/data_pandit/aa/1698/tree.1698	16	368	mid-tree	16	14	29	13.519538	0.466190965517	0.335181	1.315215	1.5462689375	1.677548	2.389263	5.0625	5	8	5.951082	13.683736
1699	train	data/zenodo_raw/data_pandit/aa/1699/tree.1699	54	164	long-tree	54	52	105	40.516349	0.385869990476	0.292689	1.564372	2.07759214815	2.093286	3.064676	10.1111111111	10	15	5.951082	13.683736
1700	train	data/zenodo_raw/data_pandit/aa/1700/tree.1700	10	128	mid-tree	10	8	17	8.046367	0.473315705882	0.288374	1.312878	1.6951916	1.8415325	2.323189	4.5	4.5	8	5.951082	13.683736
1703	train	data/zenodo_raw/data_pandit/aa/1703/tree.1703	5	285	mid-tree	5	3	7	6.944291	0.992041571429	1.015368	1.576571	1.7035342	1.653385	2.396825	2	2	3	5.951082	13.683736
1705	train	data/zenodo_raw/data_pandit/aa/1705/tree.1705	5	452	short-tree	5	3	7	2.930992	0.418713142857	0.159442	1.763386	0.6119202	0.428354	1.763386	2	2	3	5.951082	13.683736
1706	train	data/zenodo_raw/data_pandit/aa/1706/tree.1706	21	1012	long-tree	21	19	39	29.007482	0.743781589744	0.656868	2.473521	2.6245897619	2.723379	3.66504	5.2380952381	5	9	5.951082	13.683736
1709	train	data/zenodo_raw/data_pandit/aa/1709/tree.1709	20	100	long-tree	20	18	37	14.567289	0.393710513514	0.23246	1.406885	1.5187969	1.464945	2.5734	6.05	6.5	9	5.951082	13.683736
1710	train	data/zenodo_raw/data_pandit/aa/1710/tree.1710	9	375	mid-tree	9	7	15	7.657913	0.510527533333	0.282769	1.94977	1.58163944444	1.002185	2.9191	3.11111111111	3	5	5.951082	13.683736
1711	train	data/zenodo_raw/data_pandit/aa/1711/tree.1711	15	68	mid-tree	15	13	27	11.562764	0.428250518519	0.223079	1.395056	1.2358844	1.370248	1.760932	5.4	6	8	5.951082	13.683736
1712	train	data/zenodo_raw/data_pandit/aa/1712/tree.1712	22	253	long-tree	22	20	41	31.05136	0.757350243902	0.640896	1.913989	3.48630759091	3.8202475	4.424699	6.63636363636	7.5	9	5.951082	13.683736
1713	train	data/zenodo_raw/data_pandit/aa/1713/tree.1713	25	243	long-tree	25	23	47	30.396432	0.646732595745	0.448504	2.376523	2.78615488	2.495454	5.842464	6.12	7	9	5.951082	13.683736
1720	train	data/zenodo_raw/data_pandit/aa/1720/tree.1720	5	133	short-tree	5	3	7	3.662299	0.523185571429	0.288627	1.033304	1.283658	2.010437	2.067485	2	2	3	5.951082	13.683736
1721	train	data/zenodo_raw/data_pandit/aa/1721/tree.1721	18	145	long-tree	18	16	33	21.636936	0.655664727273	0.552838	2.167344	2.37929011111	2.367024	3.40228	5.22222222222	5.5	8	5.951082	13.683736
1723	train	data/zenodo_raw/data_pandit/aa/1723/tree.1723	42	110	long-tree	42	40	81	32.148001	0.396888901235	0.310992	1.463736	2.53169933333	2.638049	4.072866	8.97619047619	9	15	5.951082	13.683736
1724	train	data/zenodo_raw/data_pandit/aa/1724/tree.1724	21	263	long-tree	21	19	39	39.238906	1.00612579487	0.691437	4.304809	3.6652167619	3.591473	7.597678	6.52380952381	8	11	5.951082	13.683736
