msa_id	split	relative_path	num_sequences	alignment_length	gap_bucket	gap_ratio	gappy_column_ratio_any	gappy_column_ratio_25	gappy_column_ratio_50	gap_run_count	mean_gap_run_length	median_gap_run_length	p90_gap_run_length	gap_bucket_q_low	gap_bucket_q_high
1093	train	data_pandit/aa/1093/data.1093	43	268	high-gap	0.196806664353	0.361940298507	0.253731343284	0.194029850746	542	4.18450184502	2	10	0.0592369477912	0.143665158371
1094	train	data_pandit/aa/1094/data.1094	79	284	high-gap	0.355722945267	0.471830985915	0.387323943662	0.387323943662	807	9.8897149938	4	20	0.0592369477912	0.143665158371
1097	train	data_pandit/aa/1097/data.1097	49	393	high-gap	0.333904554188	0.702290076336	0.381679389313	0.338422391858	298	21.5771812081	14	56	0.0592369477912	0.143665158371
1100	train	data_pandit/aa/1100/data.1100	5	323	mid-gap	0.0885448916409	0.210526315789	0.114551083591	0.0712074303406	37	3.86486486486	2	10	0.0592369477912	0.143665158371
1101	train	data_pandit/aa/1101/data.1101	12	126	low-gap	0.0582010582011	0.222222222222	0.0952380952381	0.031746031746	50	1.76	2	3	0.0592369477912	0.143665158371
1102	train	data_pandit/aa/1102/data.1102	7	626	mid-gap	0.106344135098	0.180511182109	0.145367412141	0.115015974441	132	3.5303030303	3	6	0.0592369477912	0.143665158371
1104	train	data_pandit/aa/1104/data.1104	31	142	high-gap	0.187187641981	0.323943661972	0.204225352113	0.204225352113	176	4.68181818182	1.5	19	0.0592369477912	0.143665158371
1105	train	data_pandit/aa/1105/data.1105	9	358	mid-gap	0.129112352576	0.243016759777	0.150837988827	0.13687150838	160	2.6	2	5	0.0592369477912	0.143665158371
1106	train	data_pandit/aa/1106/data.1106	6	99	low-gap	0.013468013468	0.040404040404	0.040404040404	0	2	4	4	4	0.0592369477912	0.143665158371
1107	train	data_pandit/aa/1107/data.1107	5	109	mid-gap	0.0733944954128	0.100917431193	0.0917431192661	0.0917431192661	4	10	10	10	0.0592369477912	0.143665158371
1108	train	data_pandit/aa/1108/data.1108	7	114	low-gap	0.0501253132832	0.0877192982456	0.0614035087719	0.0614035087719	28	1.42857142857	1	3	0.0592369477912	0.143665158371
1109	train	data_pandit/aa/1109/data.1109	9	71	low-gap	0.037558685446	0.0704225352113	0.0704225352113	0.0422535211268	12	2	2	3	0.0592369477912	0.143665158371
1110	train	data_pandit/aa/1110/data.1110	17	219	high-gap	0.293580445877	0.534246575342	0.388127853881	0.278538812785	123	8.88617886179	7	17	0.0592369477912	0.143665158371
1111	train	data_pandit/aa/1111/data.1111	30	107	high-gap	0.319626168224	0.476635514019	0.355140186916	0.355140186916	117	8.76923076923	2	23	0.0592369477912	0.143665158371
1112	train	data_pandit/aa/1112/data.1112	29	233	high-gap	0.19579695131	0.347639484979	0.244635193133	0.201716738197	296	4.46959459459	3	8	0.0592369477912	0.143665158371
1115	train	data_pandit/aa/1115/data.1115	14	355	high-gap	0.22152917505	0.394366197183	0.312676056338	0.292957746479	116	9.49137931034	3	37	0.0592369477912	0.143665158371
1116	train	data_pandit/aa/1116/data.1116	64	268	high-gap	0.169484608209	0.626865671642	0.194029850746	0.164179104478	1095	2.65479452055	2	5	0.0592369477912	0.143665158371
1117	train	data_pandit/aa/1117/data.1117	11	76	low-gap	0.0167464114833	0.157894736842	0	0	5	2.8	2	3	0.0592369477912	0.143665158371
1118	train	data_pandit/aa/1118/data.1118	18	227	high-gap	0.184777288302	0.418502202643	0.259911894273	0.246696035242	124	6.08870967742	2	10	0.0592369477912	0.143665158371
1119	train	data_pandit/aa/1119/data.1119	35	260	high-gap	0.21989010989	0.476923076923	0.246153846154	0.211538461538	491	4.07535641548	2	12	0.0592369477912	0.143665158371
1121	train	data_pandit/aa/1121/data.1121	5	211	mid-gap	0.0938388625592	0.203791469194	0.137440758294	0.104265402844	32	3.09375	2	6	0.0592369477912	0.143665158371
1123	train	data_pandit/aa/1123/data.1123	5	102	low-gap	0.0078431372549	0.00980392156863	0.00980392156863	0.00980392156863	4	1	1	1	0.0592369477912	0.143665158371
1124	train	data_pandit/aa/1124/data.1124	68	344	high-gap	0.363927838577	0.729651162791	0.392441860465	0.372093023256	2001	4.25437281359	3	9	0.0592369477912	0.143665158371
1126	train	data_pandit/aa/1126/data.1126	15	387	high-gap	0.232213608958	0.330749354005	0.286821705426	0.240310077519	140	9.62857142857	2	34	0.0592369477912	0.143665158371
1127	train	data_pandit/aa/1127/data.1127	4	238	low-gap	0.0115546218487	0.0294117647059	0.0294117647059	0.00840336134454	9	1.22222222222	1	1	0.0592369477912	0.143665158371
1129	train	data_pandit/aa/1129/data.1129	4	212	low-gap	0.0330188679245	0.117924528302	0.117924528302	0.00943396226415	8	3.5	1.5	6	0.0592369477912	0.143665158371
1130	train	data_pandit/aa/1130/data.1130	30	162	high-gap	0.312962962963	0.598765432099	0.364197530864	0.33950617284	265	5.73962264151	4	12	0.0592369477912	0.143665158371
1131	train	data_pandit/aa/1131/data.1131	4	206	low-gap	0.00728155339806	0.0194174757282	0.0194174757282	0.00970873786408	6	1	1	1	0.0592369477912	0.143665158371
1132	train	data_pandit/aa/1132/data.1132	6	115	low-gap	0.00579710144928	0.00869565217391	0.00869565217391	0.00869565217391	4	1	1	1	0.0592369477912	0.143665158371
1134	train	data_pandit/aa/1134/data.1134	10	335	high-gap	0.158805970149	0.253731343284	0.197014925373	0.185074626866	82	6.48780487805	5	13	0.0592369477912	0.143665158371
1135	train	data_pandit/aa/1135/data.1135	9	150	high-gap	0.156296296296	0.293333333333	0.213333333333	0.18	63	3.34920634921	2	5	0.0592369477912	0.143665158371
1137	train	data_pandit/aa/1137/data.1137	34	59	mid-gap	0.0857427716849	0.237288135593	0.101694915254	0.0847457627119	99	1.73737373737	1	4	0.0592369477912	0.143665158371
1141	train	data_pandit/aa/1141/data.1141	7	121	mid-gap	0.139315230224	0.198347107438	0.198347107438	0.148760330579	17	6.94117647059	3	21	0.0592369477912	0.143665158371
1142	train	data_pandit/aa/1142/data.1142	10	72	mid-gap	0.0597222222222	0.111111111111	0.0972222222222	0.0694444444444	35	1.22857142857	1	2	0.0592369477912	0.143665158371
1143	train	data_pandit/aa/1143/data.1143	6	97	low-gap	0.0429553264605	0.123711340206	0.0721649484536	0.020618556701	8	3.125	2	5	0.0592369477912	0.143665158371
1144	train	data_pandit/aa/1144/data.1144	6	101	mid-gap	0.0643564356436	0.148514851485	0.118811881188	0.039603960396	15	2.6	2	4	0.0592369477912	0.143665158371
1145	train	data_pandit/aa/1145/data.1145	4	71	low-gap	0.0457746478873	0.0985915492958	0.0985915492958	0.056338028169	5	2.6	2	3	0.0592369477912	0.143665158371
1147	train	data_pandit/aa/1147/data.1147	100	263	high-gap	0.396958174905	0.67680608365	0.414448669202	0.395437262357	3142	3.32272437938	2	6	0.0592369477912	0.143665158371
1148	train	data_pandit/aa/1148/data.1148	5	257	low-gap	0.0428015564202	0.101167315175	0.0505836575875	0.0428015564202	33	1.66666666667	1	3	0.0592369477912	0.143665158371
1149	train	data_pandit/aa/1149/data.1149	24	638	high-gap	0.188740856844	0.330721003135	0.260188087774	0.202194357367	530	5.45283018868	4	12	0.0592369477912	0.143665158371
1150	train	data_pandit/aa/1150/data.1150	15	115	mid-gap	0.0597101449275	0.173913043478	0.0869565217391	0.0521739130435	33	3.12121212121	2	5	0.0592369477912	0.143665158371
1151	train	data_pandit/aa/1151/data.1151	8	75	low-gap	0.0366666666667	0.0533333333333	0.04	0.04	14	1.57142857143	1.5	2	0.0592369477912	0.143665158371
1153	train	data_pandit/aa/1153/data.1153	15	390	mid-gap	0.122051282051	0.217948717949	0.135897435897	0.125641025641	166	4.30120481928	2	8	0.0592369477912	0.143665158371
1154	train	data_pandit/aa/1154/data.1154	5	260	mid-gap	0.0769230769231	0.111538461538	0.103846153846	0.103846153846	24	4.16666666667	3	8	0.0592369477912	0.143665158371
1155	train	data_pandit/aa/1155/data.1155	51	211	high-gap	0.22906793049	0.507109004739	0.251184834123	0.24644549763	530	4.65094339623	3	10	0.0592369477912	0.143665158371
1156	train	data_pandit/aa/1156/data.1156	54	589	high-gap	0.464252027919	0.740237691002	0.529711375212	0.51103565365	2603	5.67268536304	2	14	0.0592369477912	0.143665158371
1157	train	data_pandit/aa/1157/data.1157	6	555	mid-gap	0.118918918919	0.207207207207	0.167567567568	0.142342342342	84	4.71428571429	2	11	0.0592369477912	0.143665158371
1158	train	data_pandit/aa/1158/data.1158	7	208	high-gap	0.146978021978	0.221153846154	0.173076923077	0.158653846154	20	10.7	3	29	0.0592369477912	0.143665158371
1161	train	data_pandit/aa/1161/data.1161	7	165	mid-gap	0.121212121212	0.212121212121	0.151515151515	0.139393939394	44	3.18181818182	1	11	0.0592369477912	0.143665158371
1162	train	data_pandit/aa/1162/data.1162	6	351	mid-gap	0.117758784425	0.17094017094	0.148148148148	0.145299145299	46	5.39130434783	3	13	0.0592369477912	0.143665158371
1163	train	data_pandit/aa/1163/data.1163	6	115	low-gap	0.0304347826087	0.0869565217391	0.0260869565217	0.0260869565217	16	1.3125	1	1	0.0592369477912	0.143665158371
1164	train	data_pandit/aa/1164/data.1164	7	171	mid-gap	0.136173767753	0.169590643275	0.157894736842	0.157894736842	19	8.57894736842	10	15	0.0592369477912	0.143665158371
1165	train	data_pandit/aa/1165/data.1165	6	96	mid-gap	0.0625	0.0833333333333	0.0729166666667	0.0729166666667	6	6	7	7	0.0592369477912	0.143665158371
1166	train	data_pandit/aa/1166/data.1166	5	508	mid-gap	0.123228346457	0.194881889764	0.169291338583	0.149606299213	56	5.58928571429	2	11	0.0592369477912	0.143665158371
1167	train	data_pandit/aa/1167/data.1167	61	401	high-gap	0.464985078288	0.795511221945	0.576059850374	0.501246882793	828	13.7367149758	7	36	0.0592369477912	0.143665158371
1169	train	data_pandit/aa/1169/data.1169	7	293	mid-gap	0.0804485616772	0.167235494881	0.136518771331	0.0511945392491	29	5.68965517241	3	14	0.0592369477912	0.143665158371
1170	train	data_pandit/aa/1170/data.1170	16	107	low-gap	0.0508177570093	0.196261682243	0.0654205607477	0.0560747663551	43	2.02325581395	1	5	0.0592369477912	0.143665158371
1171	train	data_pandit/aa/1171/data.1171	9	112	low-gap	0.0535714285714	0.151785714286	0.0535714285714	0.0446428571429	13	4.15384615385	5	6	0.0592369477912	0.143665158371
1172	train	data_pandit/aa/1172/data.1172	4	547	mid-gap	0.0804387568556	0.162705667276	0.162705667276	0.137111517367	61	2.88524590164	2	6	0.0592369477912	0.143665158371
1173	train	data_pandit/aa/1173/data.1173	26	114	mid-gap	0.0917678812416	0.298245614035	0.0964912280702	0.0789473684211	99	2.74747474747	3	4	0.0592369477912	0.143665158371
1174	train	data_pandit/aa/1174/data.1174	4	430	mid-gap	0.075	0.132558139535	0.132558139535	0.0860465116279	32	4.03125	2	8	0.0592369477912	0.143665158371
1176	train	data_pandit/aa/1176/data.1176	6	164	low-gap	0.015243902439	0.0426829268293	0.0121951219512	0.0121951219512	7	2.14285714286	2	2	0.0592369477912	0.143665158371
1177	train	data_pandit/aa/1177/data.1177	7	289	mid-gap	0.104300543747	0.190311418685	0.145328719723	0.0968858131488	75	2.81333333333	2	5	0.0592369477912	0.143665158371
1178	train	data_pandit/aa/1178/data.1178	6	528	high-gap	0.183080808081	0.255681818182	0.236742424242	0.215909090909	52	11.1538461538	2	40	0.0592369477912	0.143665158371
1179	train	data_pandit/aa/1179/data.1179	7	441	low-gap	0.0566893424036	0.163265306122	0.0975056689342	0.0453514739229	72	2.43055555556	2	5	0.0592369477912	0.143665158371
1180	train	data_pandit/aa/1180/data.1180	8	439	high-gap	0.173120728929	0.389521640091	0.316628701595	0.145785876993	140	4.34285714286	3	10	0.0592369477912	0.143665158371
1182	train	data_pandit/aa/1182/data.1182	9	98	high-gap	0.166666666667	0.316326530612	0.255102040816	0.173469387755	18	8.16666666667	3.5	22	0.0592369477912	0.143665158371
1183	train	data_pandit/aa/1183/data.1183	4	144	mid-gap	0.0607638888889	0.166666666667	0.166666666667	0.0416666666667	9	3.88888888889	4	6	0.0592369477912	0.143665158371
1184	train	data_pandit/aa/1184/data.1184	147	161	high-gap	0.437106519626	0.664596273292	0.465838509317	0.453416149068	2576	4.01591614907	2	12	0.0592369477912	0.143665158371
1185	train	data_pandit/aa/1185/data.1185	51	501	high-gap	0.348166412273	0.534930139721	0.413173652695	0.38123752495	981	9.06829765545	3	27	0.0592369477912	0.143665158371
1186	train	data_pandit/aa/1186/data.1186	9	116	low-gap	0.0239463601533	0.0431034482759	0.0258620689655	0.0258620689655	25	1	1	1	0.0592369477912	0.143665158371
1187	train	data_pandit/aa/1187/data.1187	7	71	low-gap	0.0140845070423	0.0704225352113	0.0281690140845	0	2	3.5	3.5	2	0.0592369477912	0.143665158371
1188	train	data_pandit/aa/1188/data.1188	4	106	mid-gap	0.0966981132075	0.179245283019	0.179245283019	0.141509433962	5	8.2	6	11	0.0592369477912	0.143665158371
1190	train	data_pandit/aa/1190/data.1190	5	83	low-gap	0.0120481927711	0.0361445783133	0.0120481927711	0.0120481927711	4	1.25	1	1	0.0592369477912	0.143665158371
1191	train	data_pandit/aa/1191/data.1191	12	92	low-gap	0.0054347826087	0.0326086956522	0	0	4	1.5	1.5	2	0.0592369477912	0.143665158371
1194	train	data_pandit/aa/1194/data.1194	26	85	low-gap	0.0574660633484	0.129411764706	0.0941176470588	0.0705882352941	66	1.92424242424	1	5	0.0592369477912	0.143665158371
1196	train	data_pandit/aa/1196/data.1196	9	250	mid-gap	0.096	0.136	0.112	0.112	84	2.57142857143	2	5	0.0592369477912	0.143665158371
1198	train	data_pandit/aa/1198/data.1198	5	161	low-gap	0.0223602484472	0.0372670807453	0.0248447204969	0.0248447204969	13	1.38461538462	1	2	0.0592369477912	0.143665158371
1200	train	data_pandit/aa/1200/data.1200	11	306	high-gap	0.170231729055	0.267973856209	0.245098039216	0.186274509804	144	3.97916666667	3	8	0.0592369477912	0.143665158371
1202	train	data_pandit/aa/1202/data.1202	102	233	high-gap	0.295884877556	0.467811158798	0.351931330472	0.330472103004	527	13.3434535104	14	33	0.0592369477912	0.143665158371
1205	train	data_pandit/aa/1205/data.1205	6	283	high-gap	0.176089517079	0.293286219081	0.247349823322	0.229681978799	56	5.33928571429	2	10	0.0592369477912	0.143665158371
1207	train	data_pandit/aa/1207/data.1207	5	280	low-gap	0.0485714285714	0.121428571429	0.0785714285714	0.0321428571429	30	2.26666666667	2	5	0.0592369477912	0.143665158371
1208	train	data_pandit/aa/1208/data.1208	8	635	mid-gap	0.0700787401575	0.127559055118	0.125984251969	0.124409448819	42	8.47619047619	1	15	0.0592369477912	0.143665158371
1209	train	data_pandit/aa/1209/data.1209	10	240	low-gap	0.035	0.0666666666667	0.0583333333333	0.0333333333333	22	3.81818181818	1	7	0.0592369477912	0.143665158371
1210	train	data_pandit/aa/1210/data.1210	8	402	mid-gap	0.126243781095	0.218905472637	0.191542288557	0.149253731343	128	3.171875	3	6	0.0592369477912	0.143665158371
1211	train	data_pandit/aa/1211/data.1211	9	707	high-gap	0.184189847556	0.4243281471	0.336633663366	0.135785007072	168	6.97619047619	3	16	0.0592369477912	0.143665158371
1214	train	data_pandit/aa/1214/data.1214	18	747	high-gap	0.253235162874	0.409638554217	0.319946452477	0.301204819277	496	6.86491935484	2	10	0.0592369477912	0.143665158371
1216	train	data_pandit/aa/1216/data.1216	11	478	mid-gap	0.0966146823887	0.232217573222	0.196652719665	0.0836820083682	124	4.09677419355	2	8	0.0592369477912	0.143665158371
1217	train	data_pandit/aa/1217/data.1217	16	118	low-gap	0.0195974576271	0.118644067797	0.0593220338983	0	12	3.08333333333	2.5	5	0.0592369477912	0.143665158371
1218	train	data_pandit/aa/1218/data.1218	8	304	low-gap	0.0374177631579	0.0822368421053	0.0559210526316	0.0427631578947	37	2.45945945946	2	4	0.0592369477912	0.143665158371
1220	train	data_pandit/aa/1220/data.1220	7	148	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
1221	train	data_pandit/aa/1221/data.1221	13	56	low-gap	0.0549450549451	0.0714285714286	0.0714285714286	0.0714285714286	11	3.63636363636	4	4	0.0592369477912	0.143665158371
1222	train	data_pandit/aa/1222/data.1222	6	84	low-gap	0.00992063492063	0.0238095238095	0.0238095238095	0.0119047619048	5	1	1	1	0.0592369477912	0.143665158371
1225	train	data_pandit/aa/1225/data.1225	8	520	high-gap	0.175	0.355769230769	0.263461538462	0.196153846154	138	5.27536231884	4	10	0.0592369477912	0.143665158371
1226	train	data_pandit/aa/1226/data.1226	6	34	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
1228	train	data_pandit/aa/1228/data.1228	17	150	mid-gap	0.136078431373	0.233333333333	0.16	0.146666666667	108	3.21296296296	2	9	0.0592369477912	0.143665158371
1229	train	data_pandit/aa/1229/data.1229	6	468	low-gap	0.002849002849	0.00641025641026	0.0042735042735	0.0042735042735	8	1	1	1	0.0592369477912	0.143665158371
1231	train	data_pandit/aa/1231/data.1231	5	221	mid-gap	0.0968325791855	0.176470588235	0.149321266968	0.108597285068	31	3.45161290323	3	8	0.0592369477912	0.143665158371
1232	train	data_pandit/aa/1232/data.1232	32	254	high-gap	0.288016732283	0.582677165354	0.338582677165	0.314960629921	238	9.83613445378	4	24	0.0592369477912	0.143665158371
1233	train	data_pandit/aa/1233/data.1233	12	495	low-gap	0.0474747474747	0.0949494949495	0.0767676767677	0.0525252525253	139	2.02877697842	1	5	0.0592369477912	0.143665158371
1234	train	data_pandit/aa/1234/data.1234	6	180	low-gap	0.0157407407407	0.0722222222222	0.00555555555556	0.00555555555556	9	1.88888888889	1	4	0.0592369477912	0.143665158371
1237	train	data_pandit/aa/1237/data.1237	22	359	high-gap	0.183084325146	0.342618384401	0.233983286908	0.181058495822	210	6.88571428571	4.5	18	0.0592369477912	0.143665158371
1238	train	data_pandit/aa/1238/data.1238	34	1110	high-gap	0.423025967144	0.726126126126	0.501801801802	0.447747747748	1412	11.3066572238	5	35	0.0592369477912	0.143665158371
1239	train	data_pandit/aa/1239/data.1239	10	396	mid-gap	0.0734848484848	0.234848484848	0.0984848484848	0.0606060606061	108	2.69444444444	1	5	0.0592369477912	0.143665158371
1240	train	data_pandit/aa/1240/data.1240	22	239	high-gap	0.257512362115	0.497907949791	0.271966527197	0.259414225941	403	3.35980148883	2	9	0.0592369477912	0.143665158371
1241	train	data_pandit/aa/1241/data.1241	37	376	high-gap	0.155836687752	0.287234042553	0.199468085106	0.156914893617	763	2.84141546527	2	6	0.0592369477912	0.143665158371
1242	train	data_pandit/aa/1242/data.1242	43	92	high-gap	0.258594539939	0.326086956522	0.29347826087	0.271739130435	342	2.99122807018	2	7	0.0592369477912	0.143665158371
1245	train	data_pandit/aa/1245/data.1245	9	113	mid-gap	0.086529006883	0.16814159292	0.0973451327434	0.0973451327434	49	1.79591836735	1	4	0.0592369477912	0.143665158371
1247	train	data_pandit/aa/1247/data.1247	28	116	mid-gap	0.115455665025	0.336206896552	0.146551724138	0.120689655172	143	2.62237762238	1	6	0.0592369477912	0.143665158371
1249	train	data_pandit/aa/1249/data.1249	7	222	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
1250	train	data_pandit/aa/1250/data.1250	7	266	high-gap	0.15574650913	0.263157894737	0.210526315789	0.165413533835	64	4.53125	3	9	0.0592369477912	0.143665158371
1251	train	data_pandit/aa/1251/data.1251	16	257	low-gap	0.0342898832685	0.0622568093385	0.0466926070039	0.0350194552529	91	1.54945054945	1	3	0.0592369477912	0.143665158371
1253	train	data_pandit/aa/1253/data.1253	15	76	low-gap	0.000877192982456	0.0131578947368	0	0	1	1	1	1	0.0592369477912	0.143665158371
1254	train	data_pandit/aa/1254/data.1254	9	463	high-gap	0.155747540197	0.291576673866	0.198704103672	0.168466522678	178	3.64606741573	3	7	0.0592369477912	0.143665158371
1256	train	data_pandit/aa/1256/data.1256	12	72	low-gap	0.03125	0.0833333333333	0.0277777777778	0.0277777777778	23	1.17391304348	1	1	0.0592369477912	0.143665158371
1260	train	data_pandit/aa/1260/data.1260	16	138	mid-gap	0.105072463768	0.326086956522	0.123188405797	0.0869565217391	114	2.0350877193	2	3	0.0592369477912	0.143665158371
1261	train	data_pandit/aa/1261/data.1261	30	242	high-gap	0.256611570248	0.52479338843	0.396694214876	0.210743801653	274	6.79927007299	3	15	0.0592369477912	0.143665158371
1263	train	data_pandit/aa/1263/data.1263	10	62	low-gap	0.0161290322581	0.0645161290323	0.0161290322581	0.0161290322581	8	1.25	1	2	0.0592369477912	0.143665158371
1267	train	data_pandit/aa/1267/data.1267	5	111	mid-gap	0.0936936936937	0.144144144144	0.126126126126	0.0990990990991	18	2.88888888889	2	7	0.0592369477912	0.143665158371
1270	train	data_pandit/aa/1270/data.1270	11	119	low-gap	0.00916730328495	0.0336134453782	0.0168067226891	0	12	1	1	1	0.0592369477912	0.143665158371
1271	train	data_pandit/aa/1271/data.1271	40	95	high-gap	0.146578947368	0.410526315789	0.147368421053	0.115789473684	241	2.3112033195	2	4	0.0592369477912	0.143665158371
1275	train	data_pandit/aa/1275/data.1275	8	186	low-gap	0.0141129032258	0.0322580645161	0.0161290322581	0.0161290322581	19	1.10526315789	1	1	0.0592369477912	0.143665158371
1278	train	data_pandit/aa/1278/data.1278	11	86	mid-gap	0.0623678646934	0.209302325581	0.0581395348837	0.0581395348837	37	1.59459459459	1	2	0.0592369477912	0.143665158371
1281	train	data_pandit/aa/1281/data.1281	35	85	mid-gap	0.109579831933	0.223529411765	0.105882352941	0.105882352941	141	2.31205673759	2	4	0.0592369477912	0.143665158371
1282	train	data_pandit/aa/1282/data.1282	13	131	low-gap	0.0540223135643	0.106870229008	0.0610687022901	0.0610687022901	33	2.78787878788	3	4	0.0592369477912	0.143665158371
1283	train	data_pandit/aa/1283/data.1283	44	903	high-gap	0.287425752542	0.528239202658	0.380952380952	0.339977851606	1295	8.81853281853	2	18	0.0592369477912	0.143665158371
1285	train	data_pandit/aa/1285/data.1285	7	252	low-gap	0.0113378684807	0.0357142857143	0.0198412698413	0.00396825396825	11	1.81818181818	2	3	0.0592369477912	0.143665158371
1286	train	data_pandit/aa/1286/data.1286	7	145	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
1287	train	data_pandit/aa/1287/data.1287	14	237	high-gap	0.185352622061	0.316455696203	0.253164556962	0.232067510549	155	3.96774193548	2	12	0.0592369477912	0.143665158371
1290	train	data_pandit/aa/1290/data.1290	22	61	low-gap	0.0529061102832	0.0819672131148	0.0655737704918	0.0491803278689	41	1.73170731707	1	3	0.0592369477912	0.143665158371
1292	train	data_pandit/aa/1292/data.1292	6	310	low-gap	0.0586021505376	0.125806451613	0.0935483870968	0.0612903225806	56	1.94642857143	2	3	0.0592369477912	0.143665158371
1294	train	data_pandit/aa/1294/data.1294	31	66	mid-gap	0.0840664711632	0.19696969697	0.0909090909091	0.0909090909091	63	2.73015873016	1	5	0.0592369477912	0.143665158371
1298	train	data_pandit/aa/1298/data.1298	17	787	high-gap	0.187233724494	0.339263024142	0.238881829733	0.203303684879	230	10.8913043478	3	21	0.0592369477912	0.143665158371
1300	train	data_pandit/aa/1300/data.1300	155	274	high-gap	0.434071109018	0.857664233577	0.518248175182	0.448905109489	2406	7.66209476309	6	19	0.0592369477912	0.143665158371
1301	train	data_pandit/aa/1301/data.1301	11	233	high-gap	0.170893484198	0.240343347639	0.206008583691	0.19313304721	85	5.15294117647	3	12	0.0592369477912	0.143665158371
1303	train	data_pandit/aa/1303/data.1303	19	88	low-gap	0.00657894736842	0.0340909090909	0.0113636363636	0	10	1.1	1	1	0.0592369477912	0.143665158371
1304	train	data_pandit/aa/1304/data.1304	5	434	mid-gap	0.0723502304147	0.122119815668	0.0875576036866	0.0806451612903	60	2.61666666667	2	6	0.0592369477912	0.143665158371
1305	train	data_pandit/aa/1305/data.1305	7	228	mid-gap	0.0651629072682	0.144736842105	0.127192982456	0.0570175438596	39	2.66666666667	2	5	0.0592369477912	0.143665158371
1306	train	data_pandit/aa/1306/data.1306	4	265	low-gap	0.0235849056604	0.0452830188679	0.0452830188679	0.0377358490566	8	3.125	3	5	0.0592369477912	0.143665158371
1307	train	data_pandit/aa/1307/data.1307	5	102	low-gap	0	0	0	0	0	0	0	0	0.0592369477912	0.143665158371
1308	train	data_pandit/aa/1308/data.1308	5	56	low-gap	0.0107142857143	0.0178571428571	0.0178571428571	0.0178571428571	3	1	1	1	0.0592369477912	0.143665158371
1309	train	data_pandit/aa/1309/data.1309	21	238	mid-gap	0.100640256102	0.231092436975	0.121848739496	0.100840336134	166	3.03012048193	3	5	0.0592369477912	0.143665158371
1310	train	data_pandit/aa/1310/data.1310	46	162	high-gap	0.175925925926	0.425925925926	0.20987654321	0.166666666667	448	2.92633928571	2	7	0.0592369477912	0.143665158371
1312	train	data_pandit/aa/1312/data.1312	6	123	low-gap	0.0474254742547	0.0813008130081	0.0813008130081	0.0731707317073	23	1.52173913043	1	2	0.0592369477912	0.143665158371
1313	train	data_pandit/aa/1313/data.1313	22	61	mid-gap	0.0923994038748	0.213114754098	0.131147540984	0.131147540984	35	3.54285714286	3	5	0.0592369477912	0.143665158371
1314	train	data_pandit/aa/1314/data.1314	27	714	high-gap	0.439257184355	0.696078431373	0.56162464986	0.43837535014	459	18.4488017429	4	32	0.0592369477912	0.143665158371
1315	train	data_pandit/aa/1315/data.1315	14	340	high-gap	0.174159663866	0.305882352941	0.202941176471	0.2	192	4.31770833333	3	9	0.0592369477912	0.143665158371
1316	train	data_pandit/aa/1316/data.1316	6	91	low-gap	0.0347985347985	0.0549450549451	0.043956043956	0.043956043956	14	1.35714285714	1	2	0.0592369477912	0.143665158371
1318	train	data_pandit/aa/1318/data.1318	12	118	mid-gap	0.0607344632768	0.110169491525	0.0762711864407	0.0593220338983	33	2.60606060606	1	5	0.0592369477912	0.143665158371
1323	train	data_pandit/aa/1323/data.1323	11	63	mid-gap	0.0779220779221	0.0952380952381	0.0952380952381	0.0793650793651	14	3.85714285714	5	5	0.0592369477912	0.143665158371
1325	train	data_pandit/aa/1325/data.1325	88	159	high-gap	0.225843339051	0.729559748428	0.270440251572	0.220125786164	1026	3.07992202729	2	8	0.0592369477912	0.143665158371
1328	train	data_pandit/aa/1328/data.1328	35	196	high-gap	0.416326530612	0.688775510204	0.454081632653	0.397959183673	157	18.1910828025	23	31	0.0592369477912	0.143665158371
1329	train	data_pandit/aa/1329/data.1329	90	242	high-gap	0.542194674013	0.805785123967	0.570247933884	0.566115702479	696	16.966954023	6	60	0.0592369477912	0.143665158371
1330	train	data_pandit/aa/1330/data.1330	29	219	mid-gap	0.125964415053	0.228310502283	0.146118721461	0.127853881279	344	2.32558139535	1	5	0.0592369477912	0.143665158371
1331	train	data_pandit/aa/1331/data.1331	6	600	low-gap	0.00444444444444	0.01	0.00833333333333	0.00833333333333	7	2.28571428571	2	3	0.0592369477912	0.143665158371
1334	train	data_pandit/aa/1334/data.1334	15	199	mid-gap	0.109882747069	0.150753768844	0.125628140704	0.125628140704	92	3.5652173913	2	12	0.0592369477912	0.143665158371
1336	train	data_pandit/aa/1336/data.1336	12	442	high-gap	0.275641025641	0.398190045249	0.330316742081	0.319004524887	107	13.6635514019	4	11	0.0592369477912	0.143665158371
1337	train	data_pandit/aa/1337/data.1337	22	121	low-gap	0.0105184072126	0.0413223140496	0.0165289256198	0.00826446280992	23	1.21739130435	1	1	0.0592369477912	0.143665158371
1338	train	data_pandit/aa/1338/data.1338	49	165	high-gap	0.26889301175	0.448484848485	0.278787878788	0.278787878788	646	3.3653250774	2	8	0.0592369477912	0.143665158371
