msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	source_gap_ratio	source_informative_site_ratio	source_gamma_alpha	model	model_without_alpha	best_model	best_model_base	has_G	has_I	has_F	gap_bucket	base_indel_rate	base_indel_size	indel_rate	indel_size	length_bin	override_applied	override_reason	indel_fallback_note	tree_bucket	source_total_tree_length	target_total_tree_length	tree_scale	indels
pandit_like_008665	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_008665.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_008665/tree/pandit_like_008665.nwk	205	314	285	0.559297809539	0.62101910828	0.799	LG+F+G4{0.799}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	196.6281664869	196.6281664869	7.27774567483	0.007,0.007
pandit_like_000576	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_000576.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_000576/tree/pandit_like_000576.nwk	226	379	187	0.599271487613	0.548812664908	1.9152	LG+F+G4{1.9152}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	135.8960615426	135.8960615426	110.251288515	0.007,0.007
pandit_like_002784	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002784.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002784/tree/pandit_like_002784.nwk	226	379	187	0.599271487613	0.548812664908	1.9152	LG+F+G4{1.9152}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	135.8960615426	135.8960615426	6.50894334696	0.007,0.007
pandit_like_004611	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_004611.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_004611/tree/pandit_like_004611.nwk	226	379	187	0.599271487613	0.548812664908	1.9152	LG+F+G4{1.9152}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	135.8960615426	135.8960615426	16.7280932168	0.007,0.007
pandit_like_012872	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_012872.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_012872/tree/pandit_like_012872.nwk	226	379	187	0.599271487613	0.548812664908	1.9152	LG+F+G4{1.9152}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	135.8960615426	135.8960615426	3.77936730591	0.007,0.007
pandit_like_017334	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_017334.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_017334/tree/pandit_like_017334.nwk	226	379	187	0.599271487613	0.548812664908	1.9152	LG+F+G4{1.9152}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	135.8960615426	135.8960615426	4.99330341284	0.007,0.007
pandit_like_001533	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_001533.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_001533/tree/pandit_like_001533.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	13.795535189	0.007,0.007
pandit_like_002806	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002806.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002806/tree/pandit_like_002806.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	3.51299759576	0.007,0.007
pandit_like_002979	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002979.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002979/tree/pandit_like_002979.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	11.0131247483	0.007,0.007
pandit_like_003098	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_003098.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_003098/tree/pandit_like_003098.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	24.5270300781	0.007,0.007
pandit_like_010468	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_010468.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_010468/tree/pandit_like_010468.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	4.45009559417	0.007,0.007
pandit_like_014029	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_014029.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_014029/tree/pandit_like_014029.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	8.59481842897	0.007,0.007
pandit_like_016788	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_016788.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_016788/tree/pandit_like_016788.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	12.3943976271	0.007,0.007
pandit_like_018616	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_018616.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_018616/tree/pandit_like_018616.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	49.2491913298	0.007,0.007
pandit_like_019888	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_019888.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_019888/tree/pandit_like_019888.nwk	247	319	7261	0.6449430787	0.626959247649	2.1042	LG+F+G4{2.1042}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	192.7682935452	192.7682935452	43.0249634785	0.007,0.007
pandit_like_002434	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_002434.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_002434/tree/pandit_like_002434.nwk	252	273	2064	0.520538984825	0.692307692308	1.538	LG+F+G4{1.538}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	222.7844074595	222.7844074595	4.51884013633	0.0065,0.0065
pandit_like_004588	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_004588.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_004588/tree/pandit_like_004588.nwk	252	273	2064	0.520538984825	0.692307692308	1.538	LG+F+G4{1.538}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	222.7844074595	222.7844074595	11.4197008531	0.0065,0.0065
pandit_like_011615	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_011615.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_011615/tree/pandit_like_011615.nwk	252	273	2064	0.520538984825	0.692307692308	1.538	LG+F+G4{1.538}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	222.7844074595	222.7844074595	5.54131773988	0.0065,0.0065
pandit_like_013206	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_013206.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_013206/tree/pandit_like_013206.nwk	252	273	2064	0.520538984825	0.692307692308	1.538	LG+F+G4{1.538}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	222.7844074595	222.7844074595	9.32380880153	0.0065,0.0065
pandit_like_019388	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_019388.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_019388/tree/pandit_like_019388.nwk	252	273	2064	0.520538984825	0.692307692308	1.538	LG+F+G4{1.538}	LG+F+G4		LG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.0065	GEO{3},GEO{3}	100_299	yes	length_bin:100_299	planned	source-row-tree	222.7844074595	222.7844074595	11.9014549692	0.0065,0.0065
