msa_id	split	relative_path	tree_path	num_sequences	alignment_length	source_train_msa_id	source_gap_ratio	source_informative_site_ratio	source_gamma_alpha	model	model_without_alpha	best_model	best_model_base	has_G	has_I	has_F	gap_bucket	base_indel_rate	base_indel_size	indel_rate	indel_size	length_bin	override_applied	override_reason	indel_fallback_note	tree_bucket	source_total_tree_length	target_total_tree_length	tree_scale	indels	estimated_total_flash_mib
pandit_like_027604	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_027604.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_027604/tree/pandit_like_027604.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	10.1299381986	0.007,0.007	99523.1
pandit_like_028359	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_028359.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_028359/tree/pandit_like_028359.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	150.417130904	0.007,0.007	99523.1
pandit_like_034170	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_034170.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_034170/tree/pandit_like_034170.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	11.9024257697	0.007,0.007	99523.1
pandit_like_041404	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_041404.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_041404/tree/pandit_like_041404.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	54.5710131622	0.007,0.007	99523.1
pandit_like_051838	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_051838.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_051838/tree/pandit_like_051838.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	40.6516709361	0.007,0.007	99523.1
pandit_like_059219	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_059219.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_059219/tree/pandit_like_059219.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	12.3919927554	0.007,0.007	99523.1
pandit_like_063163	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_063163.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_063163/tree/pandit_like_063163.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	3.91971669943	0.007,0.007	99523.1
pandit_like_069362	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_069362.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_069362/tree/pandit_like_069362.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	19.8212023496	0.007,0.007	99523.1
pandit_like_072780	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_072780.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_072780/tree/pandit_like_072780.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	23.5370837095	0.007,0.007	99523.1
pandit_like_089367	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_089367.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_089367/tree/pandit_like_089367.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	32.870210494	0.007,0.007	99523.1
pandit_like_090269	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_090269.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_090269/tree/pandit_like_090269.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	9.07351085296	0.007,0.007	99523.1
pandit_like_093905	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_093905.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_093905/tree/pandit_like_093905.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	163.216521135	0.007,0.007	99523.1
pandit_like_100002	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_100002.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_100002/tree/pandit_like_100002.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	25.5491766857	0.007,0.007	99523.1
pandit_like_108282	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_108282.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_108282/tree/pandit_like_108282.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	13.9350929653	0.007,0.007	99523.1
pandit_like_109661	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_109661.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_109661/tree/pandit_like_109661.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	12.6798679044	0.007,0.007	99523.1
pandit_like_111676	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_111676.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_111676/tree/pandit_like_111676.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	166.940771883	0.007,0.007	99523.1
pandit_like_114342	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_114342.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_114342/tree/pandit_like_114342.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	11.0334995811	0.007,0.007	99523.1
pandit_like_115521	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_115521.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_115521/tree/pandit_like_115521.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	10.9689003948	0.007,0.007	99523.1
pandit_like_117926	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_117926.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_117926/tree/pandit_like_117926.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	9.62356237423	0.007,0.007	99523.1
pandit_like_118672	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_118672.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_118672/tree/pandit_like_118672.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	9.55453433639	0.007,0.007	99523.1
pandit_like_129400	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_129400.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_129400/tree/pandit_like_129400.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	21.6377488975	0.007,0.007	99523.1
pandit_like_136105	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_136105.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_136105/tree/pandit_like_136105.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	126.521233598	0.007,0.007	99523.1
pandit_like_137959	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_137959.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_137959/tree/pandit_like_137959.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	13.6829494104	0.007,0.007	99523.1
pandit_like_139182	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_139182.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_139182/tree/pandit_like_139182.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	20.9582799311	0.007,0.007	99523.1
pandit_like_141157	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_141157.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_141157/tree/pandit_like_141157.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	160.519774414	0.007,0.007	99523.1
pandit_like_145340	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_145340.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_145340/tree/pandit_like_145340.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	147.721407354	0.007,0.007	99523.1
pandit_like_151757	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_151757.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_151757/tree/pandit_like_151757.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	10.4283848856	0.007,0.007	99523.1
pandit_like_159719	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_159719.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_159719/tree/pandit_like_159719.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	11.4328991667	0.007,0.007	99523.1
pandit_like_162251	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_162251.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_162251/tree/pandit_like_162251.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	83.0502326162	0.007,0.007	99523.1
pandit_like_173098	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_173098.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_173098/tree/pandit_like_173098.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	4.04322154602	0.007,0.007	99523.1
pandit_like_182264	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_182264.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_182264/tree/pandit_like_182264.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	5.00771241255	0.007,0.007	99523.1
pandit_like_182974	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_182974.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_182974/tree/pandit_like_182974.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	7.63532125558	0.007,0.007	99523.1
pandit_like_183733	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_183733.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_183733/tree/pandit_like_183733.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	13.5599835362	0.007,0.007	99523.1
pandit_like_186120	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_186120.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_186120/tree/pandit_like_186120.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	2.33119972658	0.007,0.007	99523.1
pandit_like_187357	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_187357.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_187357/tree/pandit_like_187357.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	12.2948287928	0.007,0.007	99523.1
pandit_like_194206	synthetic_pandit_like	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/msas/pandit_like_194206.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_200k/metadata/pandit_like_194206/tree/pandit_like_194206.nwk	278	750	1552	0.684206235012	0.437333333333	1.1255	WAG+F+G4{1.1255}	WAG+F+G4		WAG	True	False	True	high-gap	0.007	GEO{3},GEO{3}	0.007	GEO{3},GEO{3}	ge300	no	none	planned	source-row-tree	241.0882867294	241.0882867294	21.0642439136	0.007,0.007	99523.1
