split	taxa	msa_id	tree_path	msa_path	source_tree_path	source_msa_path
train	10	pandit_like_006770	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/trees/pandit_like_006770.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/msas/pandit_like_006770.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006770/tree/pandit_like_006770.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006770.fa
train	6	pandit_like_006771	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/trees/pandit_like_006771.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/msas/pandit_like_006771.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006771/tree/pandit_like_006771.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006771.fa
train	29	pandit_like_006772	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_29/trees/pandit_like_006772.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_29/msas/pandit_like_006772.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006772/tree/pandit_like_006772.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006772.fa
train	51	pandit_like_006773	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_51/trees/pandit_like_006773.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_51/msas/pandit_like_006773.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006773/tree/pandit_like_006773.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006773.fa
train	87	pandit_like_006774	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_87/trees/pandit_like_006774.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_87/msas/pandit_like_006774.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006774/tree/pandit_like_006774.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006774.fa
train	8	pandit_like_006775	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_8/trees/pandit_like_006775.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_8/msas/pandit_like_006775.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006775/tree/pandit_like_006775.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006775.fa
train	7	pandit_like_006776	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006776.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006776.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006776/tree/pandit_like_006776.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006776.fa
train	4	pandit_like_006777	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/trees/pandit_like_006777.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/msas/pandit_like_006777.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006777/tree/pandit_like_006777.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006777.fa
train	16	pandit_like_006778	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_16/trees/pandit_like_006778.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_16/msas/pandit_like_006778.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006778/tree/pandit_like_006778.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006778.fa
train	5	pandit_like_006779	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006779.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006779.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006779/tree/pandit_like_006779.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006779.fa
train	10	pandit_like_006780	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/trees/pandit_like_006780.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/msas/pandit_like_006780.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006780/tree/pandit_like_006780.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006780.fa
train	18	pandit_like_006781	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_18/trees/pandit_like_006781.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_18/msas/pandit_like_006781.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006781/tree/pandit_like_006781.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006781.fa
train	7	pandit_like_006782	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006782.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006782.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006782/tree/pandit_like_006782.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006782.fa
train	6	pandit_like_006783	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/trees/pandit_like_006783.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/msas/pandit_like_006783.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006783/tree/pandit_like_006783.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006783.fa
train	19	pandit_like_006784	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_19/trees/pandit_like_006784.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_19/msas/pandit_like_006784.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006784/tree/pandit_like_006784.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006784.fa
train	5	pandit_like_006785	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006785.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006785.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006785/tree/pandit_like_006785.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006785.fa
train	4	pandit_like_006786	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/trees/pandit_like_006786.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/msas/pandit_like_006786.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006786/tree/pandit_like_006786.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006786.fa
train	32	pandit_like_006787	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_32/trees/pandit_like_006787.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_32/msas/pandit_like_006787.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006787/tree/pandit_like_006787.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006787.fa
train	9	pandit_like_006788	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/trees/pandit_like_006788.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/msas/pandit_like_006788.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006788/tree/pandit_like_006788.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006788.fa
train	14	pandit_like_006789	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/trees/pandit_like_006789.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/msas/pandit_like_006789.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006789/tree/pandit_like_006789.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006789.fa
train	20	pandit_like_006790	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_20/trees/pandit_like_006790.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_20/msas/pandit_like_006790.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006790/tree/pandit_like_006790.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006790.fa
train	12	pandit_like_006791	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_12/trees/pandit_like_006791.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_12/msas/pandit_like_006791.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006791/tree/pandit_like_006791.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006791.fa
train	4	pandit_like_006792	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/trees/pandit_like_006792.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/msas/pandit_like_006792.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006792/tree/pandit_like_006792.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006792.fa
train	7	pandit_like_006793	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006793.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006793.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006793/tree/pandit_like_006793.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006793.fa
train	7	pandit_like_006794	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006794.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006794.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006794/tree/pandit_like_006794.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006794.fa
train	14	pandit_like_006795	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/trees/pandit_like_006795.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/msas/pandit_like_006795.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006795/tree/pandit_like_006795.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006795.fa
train	29	pandit_like_006796	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_29/trees/pandit_like_006796.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_29/msas/pandit_like_006796.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006796/tree/pandit_like_006796.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006796.fa
train	7	pandit_like_006801	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006801.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006801.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006801/tree/pandit_like_006801.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006801.fa
train	12	pandit_like_006802	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_12/trees/pandit_like_006802.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_12/msas/pandit_like_006802.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006802/tree/pandit_like_006802.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006802.fa
train	9	pandit_like_006803	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/trees/pandit_like_006803.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/msas/pandit_like_006803.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006803/tree/pandit_like_006803.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006803.fa
train	5	pandit_like_006804	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006804.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006804.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006804/tree/pandit_like_006804.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006804.fa
train	11	pandit_like_006806	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/trees/pandit_like_006806.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/msas/pandit_like_006806.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006806/tree/pandit_like_006806.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006806.fa
train	14	pandit_like_006807	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/trees/pandit_like_006807.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_14/msas/pandit_like_006807.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006807/tree/pandit_like_006807.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006807.fa
train	61	pandit_like_006808	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_61/trees/pandit_like_006808.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_61/msas/pandit_like_006808.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006808/tree/pandit_like_006808.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006808.fa
train	10	pandit_like_006809	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/trees/pandit_like_006809.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_10/msas/pandit_like_006809.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006809/tree/pandit_like_006809.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006809.fa
train	5	pandit_like_006811	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006811.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006811.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006811/tree/pandit_like_006811.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006811.fa
train	6	pandit_like_006812	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/trees/pandit_like_006812.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/msas/pandit_like_006812.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006812/tree/pandit_like_006812.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006812.fa
train	75	pandit_like_006813	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_75/trees/pandit_like_006813.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_75/msas/pandit_like_006813.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006813/tree/pandit_like_006813.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006813.fa
train	5	pandit_like_006814	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006814.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006814.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006814/tree/pandit_like_006814.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006814.fa
train	5	pandit_like_006815	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/trees/pandit_like_006815.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_5/msas/pandit_like_006815.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006815/tree/pandit_like_006815.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006815.fa
train	32	pandit_like_006816	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_32/trees/pandit_like_006816.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_32/msas/pandit_like_006816.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006816/tree/pandit_like_006816.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006816.fa
train	11	pandit_like_006817	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/trees/pandit_like_006817.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/msas/pandit_like_006817.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006817/tree/pandit_like_006817.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006817.fa
train	11	pandit_like_006818	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/trees/pandit_like_006818.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_11/msas/pandit_like_006818.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006818/tree/pandit_like_006818.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006818.fa
train	21	pandit_like_006819	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_21/trees/pandit_like_006819.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_21/msas/pandit_like_006819.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006819/tree/pandit_like_006819.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006819.fa
train	19	pandit_like_006820	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_19/trees/pandit_like_006820.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_19/msas/pandit_like_006820.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006820/tree/pandit_like_006820.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006820.fa
train	54	pandit_like_006821	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_54/trees/pandit_like_006821.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_54/msas/pandit_like_006821.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006821/tree/pandit_like_006821.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006821.fa
train	130	pandit_like_006822	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_130/trees/pandit_like_006822.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_130/msas/pandit_like_006822.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006822/tree/pandit_like_006822.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006822.fa
train	6	pandit_like_006823	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/trees/pandit_like_006823.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_6/msas/pandit_like_006823.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006823/tree/pandit_like_006823.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006823.fa
train	7	pandit_like_006824	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/trees/pandit_like_006824.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_7/msas/pandit_like_006824.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006824/tree/pandit_like_006824.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006824.fa
train	9	pandit_like_006827	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/trees/pandit_like_006827.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_9/msas/pandit_like_006827.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006827/tree/pandit_like_006827.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006827.fa
train	13	pandit_like_006828	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_13/trees/pandit_like_006828.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_13/msas/pandit_like_006828.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006828/tree/pandit_like_006828.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006828.fa
train	4	pandit_like_006829	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/trees/pandit_like_006829.nwk	runs/pandit_domain_adaptation/stage7_pf2_adapt_realism_v3_raw_20k_data_max170/train_4/msas/pandit_like_006829.fa	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/metadata/pandit_like_006829/tree/pandit_like_006829.nwk	runs/pandit_domain_adaptation/stage5_synthetic_pandit_like_realism_v3_raw_20k/msas/pandit_like_006829.fa
