msa_id	relative_path	num_sequences	alignment_length	seq_bin	len_bin	stratum	split
1073	data_pandit/aa/1073/data.1073	22	107	<=50	<=500	<=50|<=500	train
1074	data_pandit/aa/1074/data.1074	14	155	<=50	<=500	<=50|<=500	train
1075	data_pandit/aa/1075/data.1075	4	155	<=50	<=500	<=50|<=500	val
1076	data_pandit/aa/1076/data.1076	18	262	<=50	<=500	<=50|<=500	val
1077	data_pandit/aa/1077/data.1077	42	128	<=50	<=500	<=50|<=500	test
1078	data_pandit/aa/1078/data.1078	6	231	<=50	<=500	<=50|<=500	train
1079	data_pandit/aa/1079/data.1079	8	346	<=50	<=500	<=50|<=500	val
1080	data_pandit/aa/1080/data.1080	11	594	<=50	501-1000	<=50|501-1000	train
1081	data_pandit/aa/1081/data.1081	23	520	<=50	501-1000	<=50|501-1000	test
1082	data_pandit/aa/1082/data.1082	11	192	<=50	<=500	<=50|<=500	val
1083	data_pandit/aa/1083/data.1083	4	103	<=50	<=500	<=50|<=500	train
1084	data_pandit/aa/1084/data.1084	123	528	101-200	501-1000	101-200|501-1000	train
1085	data_pandit/aa/1085/data.1085	9	232	<=50	<=500	<=50|<=500	train
1086	data_pandit/aa/1086/data.1086	45	326	<=50	<=500	<=50|<=500	train
1087	data_pandit/aa/1087/data.1087	29	384	<=50	<=500	<=50|<=500	train
1088	data_pandit/aa/1088/data.1088	32	218	<=50	<=500	<=50|<=500	train
1089	data_pandit/aa/1089/data.1089	32	570	<=50	501-1000	<=50|501-1000	test
1090	data_pandit/aa/1090/data.1090	9	139	<=50	<=500	<=50|<=500	train
1091	data_pandit/aa/1091/data.1091	6	87	<=50	<=500	<=50|<=500	val
1092	data_pandit/aa/1092/data.1092	21	523	<=50	501-1000	<=50|501-1000	train
1093	data_pandit/aa/1093/data.1093	43	268	<=50	<=500	<=50|<=500	train
1094	data_pandit/aa/1094/data.1094	79	284	51-100	<=500	51-100|<=500	train
1095	data_pandit/aa/1095/data.1095	5	177	<=50	<=500	<=50|<=500	test
1096	data_pandit/aa/1096/data.1096	10	74	<=50	<=500	<=50|<=500	val
1097	data_pandit/aa/1097/data.1097	49	393	<=50	<=500	<=50|<=500	train
1098	data_pandit/aa/1098/data.1098	20	187	<=50	<=500	<=50|<=500	test
1099	data_pandit/aa/1099/data.1099	9	560	<=50	501-1000	<=50|501-1000	test
1100	data_pandit/aa/1100/data.1100	5	323	<=50	<=500	<=50|<=500	train
1101	data_pandit/aa/1101/data.1101	12	126	<=50	<=500	<=50|<=500	train
1102	data_pandit/aa/1102/data.1102	7	626	<=50	501-1000	<=50|501-1000	train
1103	data_pandit/aa/1103/data.1103	7	463	<=50	<=500	<=50|<=500	test
1104	data_pandit/aa/1104/data.1104	31	142	<=50	<=500	<=50|<=500	train
1105	data_pandit/aa/1105/data.1105	9	358	<=50	<=500	<=50|<=500	train
1106	data_pandit/aa/1106/data.1106	6	99	<=50	<=500	<=50|<=500	train
1107	data_pandit/aa/1107/data.1107	5	109	<=50	<=500	<=50|<=500	train
1108	data_pandit/aa/1108/data.1108	7	114	<=50	<=500	<=50|<=500	train
1109	data_pandit/aa/1109/data.1109	9	71	<=50	<=500	<=50|<=500	train
1110	data_pandit/aa/1110/data.1110	17	219	<=50	<=500	<=50|<=500	train
1111	data_pandit/aa/1111/data.1111	30	107	<=50	<=500	<=50|<=500	train
1112	data_pandit/aa/1112/data.1112	29	233	<=50	<=500	<=50|<=500	train
1115	data_pandit/aa/1115/data.1115	14	355	<=50	<=500	<=50|<=500	train
1116	data_pandit/aa/1116/data.1116	64	268	51-100	<=500	51-100|<=500	train
1117	data_pandit/aa/1117/data.1117	11	76	<=50	<=500	<=50|<=500	train
1118	data_pandit/aa/1118/data.1118	18	227	<=50	<=500	<=50|<=500	train
1119	data_pandit/aa/1119/data.1119	35	260	<=50	<=500	<=50|<=500	train
1121	data_pandit/aa/1121/data.1121	5	211	<=50	<=500	<=50|<=500	train
1123	data_pandit/aa/1123/data.1123	5	102	<=50	<=500	<=50|<=500	train
1124	data_pandit/aa/1124/data.1124	68	344	51-100	<=500	51-100|<=500	train
1125	data_pandit/aa/1125/data.1125	15	460	<=50	<=500	<=50|<=500	test
1126	data_pandit/aa/1126/data.1126	15	387	<=50	<=500	<=50|<=500	train
1127	data_pandit/aa/1127/data.1127	4	238	<=50	<=500	<=50|<=500	train
1128	data_pandit/aa/1128/data.1128	30	218	<=50	<=500	<=50|<=500	test
1129	data_pandit/aa/1129/data.1129	4	212	<=50	<=500	<=50|<=500	train
1130	data_pandit/aa/1130/data.1130	30	162	<=50	<=500	<=50|<=500	train
1131	data_pandit/aa/1131/data.1131	4	206	<=50	<=500	<=50|<=500	train
1132	data_pandit/aa/1132/data.1132	6	115	<=50	<=500	<=50|<=500	train
1133	data_pandit/aa/1133/data.1133	7	275	<=50	<=500	<=50|<=500	val
1134	data_pandit/aa/1134/data.1134	10	335	<=50	<=500	<=50|<=500	train
1135	data_pandit/aa/1135/data.1135	9	150	<=50	<=500	<=50|<=500	train
1136	data_pandit/aa/1136/data.1136	9	79	<=50	<=500	<=50|<=500	test
1137	data_pandit/aa/1137/data.1137	34	59	<=50	<=500	<=50|<=500	train
1138	data_pandit/aa/1138/data.1138	140	379	101-200	<=500	101-200|<=500	test
1139	data_pandit/aa/1139/data.1139	6	87	<=50	<=500	<=50|<=500	val
1140	data_pandit/aa/1140/data.1140	10	189	<=50	<=500	<=50|<=500	test
1141	data_pandit/aa/1141/data.1141	7	121	<=50	<=500	<=50|<=500	train
1142	data_pandit/aa/1142/data.1142	10	72	<=50	<=500	<=50|<=500	train
1143	data_pandit/aa/1143/data.1143	6	97	<=50	<=500	<=50|<=500	train
1144	data_pandit/aa/1144/data.1144	6	101	<=50	<=500	<=50|<=500	train
1145	data_pandit/aa/1145/data.1145	4	71	<=50	<=500	<=50|<=500	train
1146	data_pandit/aa/1146/data.1146	36	280	<=50	<=500	<=50|<=500	val
1147	data_pandit/aa/1147/data.1147	100	263	51-100	<=500	51-100|<=500	train
1148	data_pandit/aa/1148/data.1148	5	257	<=50	<=500	<=50|<=500	train
1149	data_pandit/aa/1149/data.1149	24	638	<=50	501-1000	<=50|501-1000	train
1150	data_pandit/aa/1150/data.1150	15	115	<=50	<=500	<=50|<=500	train
1151	data_pandit/aa/1151/data.1151	8	75	<=50	<=500	<=50|<=500	train
1152	data_pandit/aa/1152/data.1152	19	402	<=50	<=500	<=50|<=500	test
1153	data_pandit/aa/1153/data.1153	15	390	<=50	<=500	<=50|<=500	train
1154	data_pandit/aa/1154/data.1154	5	260	<=50	<=500	<=50|<=500	train
1155	data_pandit/aa/1155/data.1155	51	211	51-100	<=500	51-100|<=500	train
1156	data_pandit/aa/1156/data.1156	54	589	51-100	501-1000	51-100|501-1000	train
1157	data_pandit/aa/1157/data.1157	6	555	<=50	501-1000	<=50|501-1000	train
1158	data_pandit/aa/1158/data.1158	7	208	<=50	<=500	<=50|<=500	train
1159	data_pandit/aa/1159/data.1159	4	99	<=50	<=500	<=50|<=500	val
1161	data_pandit/aa/1161/data.1161	7	165	<=50	<=500	<=50|<=500	train
1162	data_pandit/aa/1162/data.1162	6	351	<=50	<=500	<=50|<=500	train
1163	data_pandit/aa/1163/data.1163	6	115	<=50	<=500	<=50|<=500	train
1164	data_pandit/aa/1164/data.1164	7	171	<=50	<=500	<=50|<=500	train
1165	data_pandit/aa/1165/data.1165	6	96	<=50	<=500	<=50|<=500	train
1166	data_pandit/aa/1166/data.1166	5	508	<=50	501-1000	<=50|501-1000	train
1167	data_pandit/aa/1167/data.1167	61	401	51-100	<=500	51-100|<=500	train
1169	data_pandit/aa/1169/data.1169	7	293	<=50	<=500	<=50|<=500	train
1170	data_pandit/aa/1170/data.1170	16	107	<=50	<=500	<=50|<=500	train
1171	data_pandit/aa/1171/data.1171	9	112	<=50	<=500	<=50|<=500	train
1172	data_pandit/aa/1172/data.1172	4	547	<=50	501-1000	<=50|501-1000	train
1173	data_pandit/aa/1173/data.1173	26	114	<=50	<=500	<=50|<=500	train
1174	data_pandit/aa/1174/data.1174	4	430	<=50	<=500	<=50|<=500	train
1175	data_pandit/aa/1175/data.1175	16	172	<=50	<=500	<=50|<=500	test
1176	data_pandit/aa/1176/data.1176	6	164	<=50	<=500	<=50|<=500	train
1177	data_pandit/aa/1177/data.1177	7	289	<=50	<=500	<=50|<=500	train
1178	data_pandit/aa/1178/data.1178	6	528	<=50	501-1000	<=50|501-1000	train
1179	data_pandit/aa/1179/data.1179	7	441	<=50	<=500	<=50|<=500	train
1180	data_pandit/aa/1180/data.1180	8	439	<=50	<=500	<=50|<=500	train
1182	data_pandit/aa/1182/data.1182	9	98	<=50	<=500	<=50|<=500	train
1183	data_pandit/aa/1183/data.1183	4	144	<=50	<=500	<=50|<=500	train
1184	data_pandit/aa/1184/data.1184	147	161	101-200	<=500	101-200|<=500	train
1185	data_pandit/aa/1185/data.1185	51	501	51-100	501-1000	51-100|501-1000	train
1186	data_pandit/aa/1186/data.1186	9	116	<=50	<=500	<=50|<=500	train
1187	data_pandit/aa/1187/data.1187	7	71	<=50	<=500	<=50|<=500	train
1188	data_pandit/aa/1188/data.1188	4	106	<=50	<=500	<=50|<=500	train
1189	data_pandit/aa/1189/data.1189	55	109	51-100	<=500	51-100|<=500	test
1190	data_pandit/aa/1190/data.1190	5	83	<=50	<=500	<=50|<=500	train
1191	data_pandit/aa/1191/data.1191	12	92	<=50	<=500	<=50|<=500	train
1192	data_pandit/aa/1192/data.1192	5	192	<=50	<=500	<=50|<=500	val
1193	data_pandit/aa/1193/data.1193	11	165	<=50	<=500	<=50|<=500	val
1194	data_pandit/aa/1194/data.1194	26	85	<=50	<=500	<=50|<=500	train
1195	data_pandit/aa/1195/data.1195	4	143	<=50	<=500	<=50|<=500	val
1196	data_pandit/aa/1196/data.1196	9	250	<=50	<=500	<=50|<=500	train
1197	data_pandit/aa/1197/data.1197	9	290	<=50	<=500	<=50|<=500	test
1198	data_pandit/aa/1198/data.1198	5	161	<=50	<=500	<=50|<=500	train
1199	data_pandit/aa/1199/data.1199	7	75	<=50	<=500	<=50|<=500	test
1200	data_pandit/aa/1200/data.1200	11	306	<=50	<=500	<=50|<=500	train
1202	data_pandit/aa/1202/data.1202	102	233	101-200	<=500	101-200|<=500	train
1203	data_pandit/aa/1203/data.1203	73	426	51-100	<=500	51-100|<=500	val
1204	data_pandit/aa/1204/data.1204	14	547	<=50	501-1000	<=50|501-1000	test
1205	data_pandit/aa/1205/data.1205	6	283	<=50	<=500	<=50|<=500	train
1207	data_pandit/aa/1207/data.1207	5	280	<=50	<=500	<=50|<=500	train
1208	data_pandit/aa/1208/data.1208	8	635	<=50	501-1000	<=50|501-1000	train
1209	data_pandit/aa/1209/data.1209	10	240	<=50	<=500	<=50|<=500	train
1210	data_pandit/aa/1210/data.1210	8	402	<=50	<=500	<=50|<=500	train
1211	data_pandit/aa/1211/data.1211	9	707	<=50	501-1000	<=50|501-1000	train
1212	data_pandit/aa/1212/data.1212	8	81	<=50	<=500	<=50|<=500	val
1213	data_pandit/aa/1213/data.1213	40	238	<=50	<=500	<=50|<=500	test
1214	data_pandit/aa/1214/data.1214	18	747	<=50	501-1000	<=50|501-1000	train
1215	data_pandit/aa/1215/data.1215	7	288	<=50	<=500	<=50|<=500	val
1216	data_pandit/aa/1216/data.1216	11	478	<=50	<=500	<=50|<=500	train
1217	data_pandit/aa/1217/data.1217	16	118	<=50	<=500	<=50|<=500	train
1218	data_pandit/aa/1218/data.1218	8	304	<=50	<=500	<=50|<=500	train
1219	data_pandit/aa/1219/data.1219	5	132	<=50	<=500	<=50|<=500	val
1220	data_pandit/aa/1220/data.1220	7	148	<=50	<=500	<=50|<=500	train
1221	data_pandit/aa/1221/data.1221	13	56	<=50	<=500	<=50|<=500	train
1222	data_pandit/aa/1222/data.1222	6	84	<=50	<=500	<=50|<=500	train
1223	data_pandit/aa/1223/data.1223	6	120	<=50	<=500	<=50|<=500	val
1224	data_pandit/aa/1224/data.1224	43	229	<=50	<=500	<=50|<=500	val
1225	data_pandit/aa/1225/data.1225	8	520	<=50	501-1000	<=50|501-1000	train
1226	data_pandit/aa/1226/data.1226	6	34	<=50	<=500	<=50|<=500	train
1227	data_pandit/aa/1227/data.1227	8	72	<=50	<=500	<=50|<=500	val
1228	data_pandit/aa/1228/data.1228	17	150	<=50	<=500	<=50|<=500	train
1229	data_pandit/aa/1229/data.1229	6	468	<=50	<=500	<=50|<=500	train
1231	data_pandit/aa/1231/data.1231	5	221	<=50	<=500	<=50|<=500	train
1232	data_pandit/aa/1232/data.1232	32	254	<=50	<=500	<=50|<=500	train
1233	data_pandit/aa/1233/data.1233	12	495	<=50	<=500	<=50|<=500	train
1234	data_pandit/aa/1234/data.1234	6	180	<=50	<=500	<=50|<=500	train
1235	data_pandit/aa/1235/data.1235	5	856	<=50	501-1000	<=50|501-1000	test
1237	data_pandit/aa/1237/data.1237	22	359	<=50	<=500	<=50|<=500	train
1238	data_pandit/aa/1238/data.1238	34	1110	<=50	1001-5000	<=50|1001-5000	train
1239	data_pandit/aa/1239/data.1239	10	396	<=50	<=500	<=50|<=500	train
1240	data_pandit/aa/1240/data.1240	22	239	<=50	<=500	<=50|<=500	train
1241	data_pandit/aa/1241/data.1241	37	376	<=50	<=500	<=50|<=500	train
1242	data_pandit/aa/1242/data.1242	43	92	<=50	<=500	<=50|<=500	train
1243	data_pandit/aa/1243/data.1243	14	157	<=50	<=500	<=50|<=500	test
1245	data_pandit/aa/1245/data.1245	9	113	<=50	<=500	<=50|<=500	train
1246	data_pandit/aa/1246/data.1246	4	415	<=50	<=500	<=50|<=500	val
1247	data_pandit/aa/1247/data.1247	28	116	<=50	<=500	<=50|<=500	train
1249	data_pandit/aa/1249/data.1249	7	222	<=50	<=500	<=50|<=500	train
1250	data_pandit/aa/1250/data.1250	7	266	<=50	<=500	<=50|<=500	train
1251	data_pandit/aa/1251/data.1251	16	257	<=50	<=500	<=50|<=500	train
1252	data_pandit/aa/1252/data.1252	16	358	<=50	<=500	<=50|<=500	test
1253	data_pandit/aa/1253/data.1253	15	76	<=50	<=500	<=50|<=500	train
1254	data_pandit/aa/1254/data.1254	9	463	<=50	<=500	<=50|<=500	train
1255	data_pandit/aa/1255/data.1255	31	118	<=50	<=500	<=50|<=500	test
1256	data_pandit/aa/1256/data.1256	12	72	<=50	<=500	<=50|<=500	train
1258	data_pandit/aa/1258/data.1258	6	90	<=50	<=500	<=50|<=500	val
1260	data_pandit/aa/1260/data.1260	16	138	<=50	<=500	<=50|<=500	train
1261	data_pandit/aa/1261/data.1261	30	242	<=50	<=500	<=50|<=500	train
1263	data_pandit/aa/1263/data.1263	10	62	<=50	<=500	<=50|<=500	train
1264	data_pandit/aa/1264/data.1264	24	480	<=50	<=500	<=50|<=500	test
1265	data_pandit/aa/1265/data.1265	14	204	<=50	<=500	<=50|<=500	test
1267	data_pandit/aa/1267/data.1267	5	111	<=50	<=500	<=50|<=500	train
1268	data_pandit/aa/1268/data.1268	33	68	<=50	<=500	<=50|<=500	val
1269	data_pandit/aa/1269/data.1269	12	215	<=50	<=500	<=50|<=500	val
1270	data_pandit/aa/1270/data.1270	11	119	<=50	<=500	<=50|<=500	train
1271	data_pandit/aa/1271/data.1271	40	95	<=50	<=500	<=50|<=500	train
1274	data_pandit/aa/1274/data.1274	4	235	<=50	<=500	<=50|<=500	val
1275	data_pandit/aa/1275/data.1275	8	186	<=50	<=500	<=50|<=500	train
1277	data_pandit/aa/1277/data.1277	16	386	<=50	<=500	<=50|<=500	test
1278	data_pandit/aa/1278/data.1278	11	86	<=50	<=500	<=50|<=500	train
1279	data_pandit/aa/1279/data.1279	20	159	<=50	<=500	<=50|<=500	test
1281	data_pandit/aa/1281/data.1281	35	85	<=50	<=500	<=50|<=500	train
1282	data_pandit/aa/1282/data.1282	13	131	<=50	<=500	<=50|<=500	train
1283	data_pandit/aa/1283/data.1283	44	903	<=50	501-1000	<=50|501-1000	train
1284	data_pandit/aa/1284/data.1284	25	184	<=50	<=500	<=50|<=500	test
1285	data_pandit/aa/1285/data.1285	7	252	<=50	<=500	<=50|<=500	train
1286	data_pandit/aa/1286/data.1286	7	145	<=50	<=500	<=50|<=500	train
1287	data_pandit/aa/1287/data.1287	14	237	<=50	<=500	<=50|<=500	train
1289	data_pandit/aa/1289/data.1289	28	242	<=50	<=500	<=50|<=500	val
1290	data_pandit/aa/1290/data.1290	22	61	<=50	<=500	<=50|<=500	train
1291	data_pandit/aa/1291/data.1291	64	92	51-100	<=500	51-100|<=500	test
1292	data_pandit/aa/1292/data.1292	6	310	<=50	<=500	<=50|<=500	train
1293	data_pandit/aa/1293/data.1293	49	85	<=50	<=500	<=50|<=500	val
1294	data_pandit/aa/1294/data.1294	31	66	<=50	<=500	<=50|<=500	train
1295	data_pandit/aa/1295/data.1295	23	102	<=50	<=500	<=50|<=500	test
1297	data_pandit/aa/1297/data.1297	18	250	<=50	<=500	<=50|<=500	test
1298	data_pandit/aa/1298/data.1298	17	787	<=50	501-1000	<=50|501-1000	train
1299	data_pandit/aa/1299/data.1299	27	120	<=50	<=500	<=50|<=500	test
1300	data_pandit/aa/1300/data.1300	155	274	101-200	<=500	101-200|<=500	train
1301	data_pandit/aa/1301/data.1301	11	233	<=50	<=500	<=50|<=500	train
1302	data_pandit/aa/1302/data.1302	106	413	101-200	<=500	101-200|<=500	test
1303	data_pandit/aa/1303/data.1303	19	88	<=50	<=500	<=50|<=500	train
1304	data_pandit/aa/1304/data.1304	5	434	<=50	<=500	<=50|<=500	train
1305	data_pandit/aa/1305/data.1305	7	228	<=50	<=500	<=50|<=500	train
1306	data_pandit/aa/1306/data.1306	4	265	<=50	<=500	<=50|<=500	train
1307	data_pandit/aa/1307/data.1307	5	102	<=50	<=500	<=50|<=500	train
1308	data_pandit/aa/1308/data.1308	5	56	<=50	<=500	<=50|<=500	train
1309	data_pandit/aa/1309/data.1309	21	238	<=50	<=500	<=50|<=500	train
1310	data_pandit/aa/1310/data.1310	46	162	<=50	<=500	<=50|<=500	train
1312	data_pandit/aa/1312/data.1312	6	123	<=50	<=500	<=50|<=500	train
1313	data_pandit/aa/1313/data.1313	22	61	<=50	<=500	<=50|<=500	train
1314	data_pandit/aa/1314/data.1314	27	714	<=50	501-1000	<=50|501-1000	train
1315	data_pandit/aa/1315/data.1315	14	340	<=50	<=500	<=50|<=500	train
1316	data_pandit/aa/1316/data.1316	6	91	<=50	<=500	<=50|<=500	train
1317	data_pandit/aa/1317/data.1317	4	148	<=50	<=500	<=50|<=500	val
1318	data_pandit/aa/1318/data.1318	12	118	<=50	<=500	<=50|<=500	train
1319	data_pandit/aa/1319/data.1319	13	259	<=50	<=500	<=50|<=500	val
1320	data_pandit/aa/1320/data.1320	21	136	<=50	<=500	<=50|<=500	test
1322	data_pandit/aa/1322/data.1322	32	160	<=50	<=500	<=50|<=500	val
1323	data_pandit/aa/1323/data.1323	11	63	<=50	<=500	<=50|<=500	train
1325	data_pandit/aa/1325/data.1325	88	159	51-100	<=500	51-100|<=500	train
1326	data_pandit/aa/1326/data.1326	27	43	<=50	<=500	<=50|<=500	val
1327	data_pandit/aa/1327/data.1327	76	282	51-100	<=500	51-100|<=500	val
1328	data_pandit/aa/1328/data.1328	35	196	<=50	<=500	<=50|<=500	train
1329	data_pandit/aa/1329/data.1329	90	242	51-100	<=500	51-100|<=500	train
1330	data_pandit/aa/1330/data.1330	29	219	<=50	<=500	<=50|<=500	train
1331	data_pandit/aa/1331/data.1331	6	600	<=50	501-1000	<=50|501-1000	train
1333	data_pandit/aa/1333/data.1333	27	549	<=50	501-1000	<=50|501-1000	test
1334	data_pandit/aa/1334/data.1334	15	199	<=50	<=500	<=50|<=500	train
1336	data_pandit/aa/1336/data.1336	12	442	<=50	<=500	<=50|<=500	train
1337	data_pandit/aa/1337/data.1337	22	121	<=50	<=500	<=50|<=500	train
1338	data_pandit/aa/1338/data.1338	49	165	<=50	<=500	<=50|<=500	train
1339	data_pandit/aa/1339/data.1339	47	323	<=50	<=500	<=50|<=500	train
1340	data_pandit/aa/1340/data.1340	12	227	<=50	<=500	<=50|<=500	train
1341	data_pandit/aa/1341/data.1341	25	671	<=50	501-1000	<=50|501-1000	train
1342	data_pandit/aa/1342/data.1342	23	148	<=50	<=500	<=50|<=500	test
1343	data_pandit/aa/1343/data.1343	26	118	<=50	<=500	<=50|<=500	val
1344	data_pandit/aa/1344/data.1344	18	67	<=50	<=500	<=50|<=500	val
1345	data_pandit/aa/1345/data.1345	5	146	<=50	<=500	<=50|<=500	train
1346	data_pandit/aa/1346/data.1346	96	141	51-100	<=500	51-100|<=500	train
1347	data_pandit/aa/1347/data.1347	21	156	<=50	<=500	<=50|<=500	train
1348	data_pandit/aa/1348/data.1348	10	113	<=50	<=500	<=50|<=500	train
1349	data_pandit/aa/1349/data.1349	52	167	51-100	<=500	51-100|<=500	train
1350	data_pandit/aa/1350/data.1350	54	209	51-100	<=500	51-100|<=500	test
1351	data_pandit/aa/1351/data.1351	39	215	<=50	<=500	<=50|<=500	val
1352	data_pandit/aa/1352/data.1352	21	33	<=50	<=500	<=50|<=500	train
1354	data_pandit/aa/1354/data.1354	37	64	<=50	<=500	<=50|<=500	train
1355	data_pandit/aa/1355/data.1355	46	581	<=50	501-1000	<=50|501-1000	train
1356	data_pandit/aa/1356/data.1356	45	342	<=50	<=500	<=50|<=500	val
1357	data_pandit/aa/1357/data.1357	5	217	<=50	<=500	<=50|<=500	val
1358	data_pandit/aa/1358/data.1358	9	44	<=50	<=500	<=50|<=500	train
1359	data_pandit/aa/1359/data.1359	18	152	<=50	<=500	<=50|<=500	val
1360	data_pandit/aa/1360/data.1360	20	319	<=50	<=500	<=50|<=500	train
1361	data_pandit/aa/1361/data.1361	25	254	<=50	<=500	<=50|<=500	train
1362	data_pandit/aa/1362/data.1362	30	604	<=50	501-1000	<=50|501-1000	val
1363	data_pandit/aa/1363/data.1363	38	486	<=50	<=500	<=50|<=500	train
1364	data_pandit/aa/1364/data.1364	31	219	<=50	<=500	<=50|<=500	train
1365	data_pandit/aa/1365/data.1365	22	297	<=50	<=500	<=50|<=500	train
1367	data_pandit/aa/1367/data.1367	98	127	51-100	<=500	51-100|<=500	val
1368	data_pandit/aa/1368/data.1368	24	96	<=50	<=500	<=50|<=500	train
1369	data_pandit/aa/1369/data.1369	26	139	<=50	<=500	<=50|<=500	train
1370	data_pandit/aa/1370/data.1370	43	230	<=50	<=500	<=50|<=500	train
1371	data_pandit/aa/1371/data.1371	21	284	<=50	<=500	<=50|<=500	train
1372	data_pandit/aa/1372/data.1372	73	288	51-100	<=500	51-100|<=500	train
1374	data_pandit/aa/1374/data.1374	25	308	<=50	<=500	<=50|<=500	train
1375	data_pandit/aa/1375/data.1375	13	190	<=50	<=500	<=50|<=500	train
1376	data_pandit/aa/1376/data.1376	19	145	<=50	<=500	<=50|<=500	train
1377	data_pandit/aa/1377/data.1377	20	291	<=50	<=500	<=50|<=500	train
1378	data_pandit/aa/1378/data.1378	28	226	<=50	<=500	<=50|<=500	test
1380	data_pandit/aa/1380/data.1380	129	202	101-200	<=500	101-200|<=500	train
1381	data_pandit/aa/1381/data.1381	14	307	<=50	<=500	<=50|<=500	test
1382	data_pandit/aa/1382/data.1382	19	94	<=50	<=500	<=50|<=500	train
1383	data_pandit/aa/1383/data.1383	6	213	<=50	<=500	<=50|<=500	train
1384	data_pandit/aa/1384/data.1384	8	680	<=50	501-1000	<=50|501-1000	train
1385	data_pandit/aa/1385/data.1385	15	250	<=50	<=500	<=50|<=500	train
1386	data_pandit/aa/1386/data.1386	22	356	<=50	<=500	<=50|<=500	train
1387	data_pandit/aa/1387/data.1387	14	313	<=50	<=500	<=50|<=500	test
1388	data_pandit/aa/1388/data.1388	26	37	<=50	<=500	<=50|<=500	train
1390	data_pandit/aa/1390/data.1390	39	163	<=50	<=500	<=50|<=500	test
1391	data_pandit/aa/1391/data.1391	8	50	<=50	<=500	<=50|<=500	val
1392	data_pandit/aa/1392/data.1392	16	86	<=50	<=500	<=50|<=500	train
1393	data_pandit/aa/1393/data.1393	66	302	51-100	<=500	51-100|<=500	train
1396	data_pandit/aa/1396/data.1396	9	212	<=50	<=500	<=50|<=500	train
1397	data_pandit/aa/1397/data.1397	17	73	<=50	<=500	<=50|<=500	train
1400	data_pandit/aa/1400/data.1400	9	442	<=50	<=500	<=50|<=500	train
1401	data_pandit/aa/1401/data.1401	25	129	<=50	<=500	<=50|<=500	train
1403	data_pandit/aa/1403/data.1403	75	159	51-100	<=500	51-100|<=500	train
1404	data_pandit/aa/1404/data.1404	109	322	101-200	<=500	101-200|<=500	train
1406	data_pandit/aa/1406/data.1406	9	87	<=50	<=500	<=50|<=500	val
1407	data_pandit/aa/1407/data.1407	4	121	<=50	<=500	<=50|<=500	test
1408	data_pandit/aa/1408/data.1408	18	96	<=50	<=500	<=50|<=500	val
1409	data_pandit/aa/1409/data.1409	83	136	51-100	<=500	51-100|<=500	train
1410	data_pandit/aa/1410/data.1410	59	66	51-100	<=500	51-100|<=500	train
1411	data_pandit/aa/1411/data.1411	30	116	<=50	<=500	<=50|<=500	train
1412	data_pandit/aa/1412/data.1412	68	110	51-100	<=500	51-100|<=500	train
1413	data_pandit/aa/1413/data.1413	16	249	<=50	<=500	<=50|<=500	val
1414	data_pandit/aa/1414/data.1414	59	184	51-100	<=500	51-100|<=500	train
1415	data_pandit/aa/1415/data.1415	15	282	<=50	<=500	<=50|<=500	test
1416	data_pandit/aa/1416/data.1416	27	555	<=50	501-1000	<=50|501-1000	train
1417	data_pandit/aa/1417/data.1417	6	117	<=50	<=500	<=50|<=500	train
1418	data_pandit/aa/1418/data.1418	21	58	<=50	<=500	<=50|<=500	train
1419	data_pandit/aa/1419/data.1419	29	286	<=50	<=500	<=50|<=500	train
1420	data_pandit/aa/1420/data.1420	21	461	<=50	<=500	<=50|<=500	train
1421	data_pandit/aa/1421/data.1421	17	958	<=50	501-1000	<=50|501-1000	train
1422	data_pandit/aa/1422/data.1422	32	309	<=50	<=500	<=50|<=500	val
1423	data_pandit/aa/1423/data.1423	10	104	<=50	<=500	<=50|<=500	train
1424	data_pandit/aa/1424/data.1424	15	651	<=50	501-1000	<=50|501-1000	train
1425	data_pandit/aa/1425/data.1425	9	194	<=50	<=500	<=50|<=500	val
1426	data_pandit/aa/1426/data.1426	70	436	51-100	<=500	51-100|<=500	train
1427	data_pandit/aa/1427/data.1427	18	77	<=50	<=500	<=50|<=500	test
1428	data_pandit/aa/1428/data.1428	17	97	<=50	<=500	<=50|<=500	test
1429	data_pandit/aa/1429/data.1429	16	436	<=50	<=500	<=50|<=500	train
1430	data_pandit/aa/1430/data.1430	19	66	<=50	<=500	<=50|<=500	test
1431	data_pandit/aa/1431/data.1431	8	201	<=50	<=500	<=50|<=500	train
1432	data_pandit/aa/1432/data.1432	27	311	<=50	<=500	<=50|<=500	train
1433	data_pandit/aa/1433/data.1433	78	112	51-100	<=500	51-100|<=500	train
1434	data_pandit/aa/1434/data.1434	17	162	<=50	<=500	<=50|<=500	train
1435	data_pandit/aa/1435/data.1435	59	225	51-100	<=500	51-100|<=500	train
1436	data_pandit/aa/1436/data.1436	19	273	<=50	<=500	<=50|<=500	val
1437	data_pandit/aa/1437/data.1437	35	467	<=50	<=500	<=50|<=500	val
1438	data_pandit/aa/1438/data.1438	21	231	<=50	<=500	<=50|<=500	train
1439	data_pandit/aa/1439/data.1439	21	346	<=50	<=500	<=50|<=500	test
1441	data_pandit/aa/1441/data.1441	4	196	<=50	<=500	<=50|<=500	train
1442	data_pandit/aa/1442/data.1442	4	371	<=50	<=500	<=50|<=500	train
