msa_id	relative_path	num_sequences	alignment_length	seq_bin	len_bin	stratum	split
1275	data_pandit/aa/1275/data.1275	8	186	<=50	<=500	<=50|<=500	train
1278	data_pandit/aa/1278/data.1278	11	86	<=50	<=500	<=50|<=500	train
1281	data_pandit/aa/1281/data.1281	35	85	<=50	<=500	<=50|<=500	train
1282	data_pandit/aa/1282/data.1282	13	131	<=50	<=500	<=50|<=500	train
1283	data_pandit/aa/1283/data.1283	44	903	<=50	501-1000	<=50|501-1000	train
1285	data_pandit/aa/1285/data.1285	7	252	<=50	<=500	<=50|<=500	train
1286	data_pandit/aa/1286/data.1286	7	145	<=50	<=500	<=50|<=500	train
1287	data_pandit/aa/1287/data.1287	14	237	<=50	<=500	<=50|<=500	train
1290	data_pandit/aa/1290/data.1290	22	61	<=50	<=500	<=50|<=500	train
1292	data_pandit/aa/1292/data.1292	6	310	<=50	<=500	<=50|<=500	train
1294	data_pandit/aa/1294/data.1294	31	66	<=50	<=500	<=50|<=500	train
1298	data_pandit/aa/1298/data.1298	17	787	<=50	501-1000	<=50|501-1000	train
1300	data_pandit/aa/1300/data.1300	155	274	101-200	<=500	101-200|<=500	train
1301	data_pandit/aa/1301/data.1301	11	233	<=50	<=500	<=50|<=500	train
1303	data_pandit/aa/1303/data.1303	19	88	<=50	<=500	<=50|<=500	train
1304	data_pandit/aa/1304/data.1304	5	434	<=50	<=500	<=50|<=500	train
1305	data_pandit/aa/1305/data.1305	7	228	<=50	<=500	<=50|<=500	train
1306	data_pandit/aa/1306/data.1306	4	265	<=50	<=500	<=50|<=500	train
1307	data_pandit/aa/1307/data.1307	5	102	<=50	<=500	<=50|<=500	train
1308	data_pandit/aa/1308/data.1308	5	56	<=50	<=500	<=50|<=500	train
1309	data_pandit/aa/1309/data.1309	21	238	<=50	<=500	<=50|<=500	train
1310	data_pandit/aa/1310/data.1310	46	162	<=50	<=500	<=50|<=500	train
1312	data_pandit/aa/1312/data.1312	6	123	<=50	<=500	<=50|<=500	train
1313	data_pandit/aa/1313/data.1313	22	61	<=50	<=500	<=50|<=500	train
1314	data_pandit/aa/1314/data.1314	27	714	<=50	501-1000	<=50|501-1000	train
1315	data_pandit/aa/1315/data.1315	14	340	<=50	<=500	<=50|<=500	train
1316	data_pandit/aa/1316/data.1316	6	91	<=50	<=500	<=50|<=500	train
1318	data_pandit/aa/1318/data.1318	12	118	<=50	<=500	<=50|<=500	train
1323	data_pandit/aa/1323/data.1323	11	63	<=50	<=500	<=50|<=500	train
1325	data_pandit/aa/1325/data.1325	88	159	51-100	<=500	51-100|<=500	train
1328	data_pandit/aa/1328/data.1328	35	196	<=50	<=500	<=50|<=500	train
1329	data_pandit/aa/1329/data.1329	90	242	51-100	<=500	51-100|<=500	train
1330	data_pandit/aa/1330/data.1330	29	219	<=50	<=500	<=50|<=500	train
1331	data_pandit/aa/1331/data.1331	6	600	<=50	501-1000	<=50|501-1000	train
1334	data_pandit/aa/1334/data.1334	15	199	<=50	<=500	<=50|<=500	train
1336	data_pandit/aa/1336/data.1336	12	442	<=50	<=500	<=50|<=500	train
1337	data_pandit/aa/1337/data.1337	22	121	<=50	<=500	<=50|<=500	train
1338	data_pandit/aa/1338/data.1338	49	165	<=50	<=500	<=50|<=500	train
1339	data_pandit/aa/1339/data.1339	47	323	<=50	<=500	<=50|<=500	train
1340	data_pandit/aa/1340/data.1340	12	227	<=50	<=500	<=50|<=500	train
1341	data_pandit/aa/1341/data.1341	25	671	<=50	501-1000	<=50|501-1000	train
1345	data_pandit/aa/1345/data.1345	5	146	<=50	<=500	<=50|<=500	train
1346	data_pandit/aa/1346/data.1346	96	141	51-100	<=500	51-100|<=500	train
1347	data_pandit/aa/1347/data.1347	21	156	<=50	<=500	<=50|<=500	train
1348	data_pandit/aa/1348/data.1348	10	113	<=50	<=500	<=50|<=500	train
1349	data_pandit/aa/1349/data.1349	52	167	51-100	<=500	51-100|<=500	train
1352	data_pandit/aa/1352/data.1352	21	33	<=50	<=500	<=50|<=500	train
1354	data_pandit/aa/1354/data.1354	37	64	<=50	<=500	<=50|<=500	train
1355	data_pandit/aa/1355/data.1355	46	581	<=50	501-1000	<=50|501-1000	train
1358	data_pandit/aa/1358/data.1358	9	44	<=50	<=500	<=50|<=500	train
1360	data_pandit/aa/1360/data.1360	20	319	<=50	<=500	<=50|<=500	train
1361	data_pandit/aa/1361/data.1361	25	254	<=50	<=500	<=50|<=500	train
1363	data_pandit/aa/1363/data.1363	38	486	<=50	<=500	<=50|<=500	train
1364	data_pandit/aa/1364/data.1364	31	219	<=50	<=500	<=50|<=500	train
1365	data_pandit/aa/1365/data.1365	22	297	<=50	<=500	<=50|<=500	train
1368	data_pandit/aa/1368/data.1368	24	96	<=50	<=500	<=50|<=500	train
1369	data_pandit/aa/1369/data.1369	26	139	<=50	<=500	<=50|<=500	train
1370	data_pandit/aa/1370/data.1370	43	230	<=50	<=500	<=50|<=500	train
1371	data_pandit/aa/1371/data.1371	21	284	<=50	<=500	<=50|<=500	train
1372	data_pandit/aa/1372/data.1372	73	288	51-100	<=500	51-100|<=500	train
1374	data_pandit/aa/1374/data.1374	25	308	<=50	<=500	<=50|<=500	train
1375	data_pandit/aa/1375/data.1375	13	190	<=50	<=500	<=50|<=500	train
1376	data_pandit/aa/1376/data.1376	19	145	<=50	<=500	<=50|<=500	train
1377	data_pandit/aa/1377/data.1377	20	291	<=50	<=500	<=50|<=500	train
1380	data_pandit/aa/1380/data.1380	129	202	101-200	<=500	101-200|<=500	train
1382	data_pandit/aa/1382/data.1382	19	94	<=50	<=500	<=50|<=500	train
1383	data_pandit/aa/1383/data.1383	6	213	<=50	<=500	<=50|<=500	train
1384	data_pandit/aa/1384/data.1384	8	680	<=50	501-1000	<=50|501-1000	train
1385	data_pandit/aa/1385/data.1385	15	250	<=50	<=500	<=50|<=500	train
1386	data_pandit/aa/1386/data.1386	22	356	<=50	<=500	<=50|<=500	train
1388	data_pandit/aa/1388/data.1388	26	37	<=50	<=500	<=50|<=500	train
1392	data_pandit/aa/1392/data.1392	16	86	<=50	<=500	<=50|<=500	train
1393	data_pandit/aa/1393/data.1393	66	302	51-100	<=500	51-100|<=500	train
1396	data_pandit/aa/1396/data.1396	9	212	<=50	<=500	<=50|<=500	train
1397	data_pandit/aa/1397/data.1397	17	73	<=50	<=500	<=50|<=500	train
1400	data_pandit/aa/1400/data.1400	9	442	<=50	<=500	<=50|<=500	train
1401	data_pandit/aa/1401/data.1401	25	129	<=50	<=500	<=50|<=500	train
1403	data_pandit/aa/1403/data.1403	75	159	51-100	<=500	51-100|<=500	train
1404	data_pandit/aa/1404/data.1404	109	322	101-200	<=500	101-200|<=500	train
1409	data_pandit/aa/1409/data.1409	83	136	51-100	<=500	51-100|<=500	train
1410	data_pandit/aa/1410/data.1410	59	66	51-100	<=500	51-100|<=500	train
1411	data_pandit/aa/1411/data.1411	30	116	<=50	<=500	<=50|<=500	train
1412	data_pandit/aa/1412/data.1412	68	110	51-100	<=500	51-100|<=500	train
1414	data_pandit/aa/1414/data.1414	59	184	51-100	<=500	51-100|<=500	train
1416	data_pandit/aa/1416/data.1416	27	555	<=50	501-1000	<=50|501-1000	train
1417	data_pandit/aa/1417/data.1417	6	117	<=50	<=500	<=50|<=500	train
1418	data_pandit/aa/1418/data.1418	21	58	<=50	<=500	<=50|<=500	train
1419	data_pandit/aa/1419/data.1419	29	286	<=50	<=500	<=50|<=500	train
1420	data_pandit/aa/1420/data.1420	21	461	<=50	<=500	<=50|<=500	train
1421	data_pandit/aa/1421/data.1421	17	958	<=50	501-1000	<=50|501-1000	train
1423	data_pandit/aa/1423/data.1423	10	104	<=50	<=500	<=50|<=500	train
1424	data_pandit/aa/1424/data.1424	15	651	<=50	501-1000	<=50|501-1000	train
1426	data_pandit/aa/1426/data.1426	70	436	51-100	<=500	51-100|<=500	train
1429	data_pandit/aa/1429/data.1429	16	436	<=50	<=500	<=50|<=500	train
1431	data_pandit/aa/1431/data.1431	8	201	<=50	<=500	<=50|<=500	train
1432	data_pandit/aa/1432/data.1432	27	311	<=50	<=500	<=50|<=500	train
1433	data_pandit/aa/1433/data.1433	78	112	51-100	<=500	51-100|<=500	train
1434	data_pandit/aa/1434/data.1434	17	162	<=50	<=500	<=50|<=500	train
1435	data_pandit/aa/1435/data.1435	59	225	51-100	<=500	51-100|<=500	train
1438	data_pandit/aa/1438/data.1438	21	231	<=50	<=500	<=50|<=500	train
1441	data_pandit/aa/1441/data.1441	4	196	<=50	<=500	<=50|<=500	train
1442	data_pandit/aa/1442/data.1442	4	371	<=50	<=500	<=50|<=500	train
1443	data_pandit/aa/1443/data.1443	18	211	<=50	<=500	<=50|<=500	train
1444	data_pandit/aa/1444/data.1444	32	183	<=50	<=500	<=50|<=500	train
1446	data_pandit/aa/1446/data.1446	110	300	101-200	<=500	101-200|<=500	train
1448	data_pandit/aa/1448/data.1448	18	80	<=50	<=500	<=50|<=500	train
1450	data_pandit/aa/1450/data.1450	16	993	<=50	501-1000	<=50|501-1000	train
1454	data_pandit/aa/1454/data.1454	16	32	<=50	<=500	<=50|<=500	train
1455	data_pandit/aa/1455/data.1455	6	332	<=50	<=500	<=50|<=500	train
1456	data_pandit/aa/1456/data.1456	18	555	<=50	501-1000	<=50|501-1000	train
1458	data_pandit/aa/1458/data.1458	13	381	<=50	<=500	<=50|<=500	train
1460	data_pandit/aa/1460/data.1460	15	392	<=50	<=500	<=50|<=500	train
1461	data_pandit/aa/1461/data.1461	10	410	<=50	<=500	<=50|<=500	train
1462	data_pandit/aa/1462/data.1462	17	287	<=50	<=500	<=50|<=500	train
1466	data_pandit/aa/1466/data.1466	6	76	<=50	<=500	<=50|<=500	train
1468	data_pandit/aa/1468/data.1468	25	550	<=50	501-1000	<=50|501-1000	train
1469	data_pandit/aa/1469/data.1469	78	347	51-100	<=500	51-100|<=500	train
1476	data_pandit/aa/1476/data.1476	10	101	<=50	<=500	<=50|<=500	train
1478	data_pandit/aa/1478/data.1478	68	191	51-100	<=500	51-100|<=500	train
1479	data_pandit/aa/1479/data.1479	50	756	<=50	501-1000	<=50|501-1000	train
1482	data_pandit/aa/1482/data.1482	33	202	<=50	<=500	<=50|<=500	train
1484	data_pandit/aa/1484/data.1484	10	348	<=50	<=500	<=50|<=500	train
1485	data_pandit/aa/1485/data.1485	5	487	<=50	<=500	<=50|<=500	train
1486	data_pandit/aa/1486/data.1486	37	130	<=50	<=500	<=50|<=500	train
1487	data_pandit/aa/1487/data.1487	10	60	<=50	<=500	<=50|<=500	train
1488	data_pandit/aa/1488/data.1488	17	352	<=50	<=500	<=50|<=500	train
1489	data_pandit/aa/1489/data.1489	147	182	101-200	<=500	101-200|<=500	train
1491	data_pandit/aa/1491/data.1491	9	549	<=50	501-1000	<=50|501-1000	train
1492	data_pandit/aa/1492/data.1492	56	145	51-100	<=500	51-100|<=500	train
1493	data_pandit/aa/1493/data.1493	88	261	51-100	<=500	51-100|<=500	train
1494	data_pandit/aa/1494/data.1494	9	88	<=50	<=500	<=50|<=500	train
1497	data_pandit/aa/1497/data.1497	32	151	<=50	<=500	<=50|<=500	train
1498	data_pandit/aa/1498/data.1498	15	863	<=50	501-1000	<=50|501-1000	train
1499	data_pandit/aa/1499/data.1499	26	263	<=50	<=500	<=50|<=500	train
1501	data_pandit/aa/1501/data.1501	17	177	<=50	<=500	<=50|<=500	train
1504	data_pandit/aa/1504/data.1504	46	180	<=50	<=500	<=50|<=500	train
1505	data_pandit/aa/1505/data.1505	20	166	<=50	<=500	<=50|<=500	train
1507	data_pandit/aa/1507/data.1507	64	68	51-100	<=500	51-100|<=500	train
1508	data_pandit/aa/1508/data.1508	7	118	<=50	<=500	<=50|<=500	train
1510	data_pandit/aa/1510/data.1510	8	505	<=50	501-1000	<=50|501-1000	train
1512	data_pandit/aa/1512/data.1512	11	245	<=50	<=500	<=50|<=500	train
1513	data_pandit/aa/1513/data.1513	16	142	<=50	<=500	<=50|<=500	train
1514	data_pandit/aa/1514/data.1514	92	746	51-100	501-1000	51-100|501-1000	train
1515	data_pandit/aa/1515/data.1515	32	372	<=50	<=500	<=50|<=500	train
1516	data_pandit/aa/1516/data.1516	111	234	101-200	<=500	101-200|<=500	train
1518	data_pandit/aa/1518/data.1518	14	131	<=50	<=500	<=50|<=500	train
1519	data_pandit/aa/1519/data.1519	16	248	<=50	<=500	<=50|<=500	train
1520	data_pandit/aa/1520/data.1520	13	47	<=50	<=500	<=50|<=500	train
1521	data_pandit/aa/1521/data.1521	8	587	<=50	501-1000	<=50|501-1000	train
1522	data_pandit/aa/1522/data.1522	8	678	<=50	501-1000	<=50|501-1000	train
1523	data_pandit/aa/1523/data.1523	33	815	<=50	501-1000	<=50|501-1000	train
1524	data_pandit/aa/1524/data.1524	17	417	<=50	<=500	<=50|<=500	train
1525	data_pandit/aa/1525/data.1525	130	361	101-200	<=500	101-200|<=500	train
1528	data_pandit/aa/1528/data.1528	8	203	<=50	<=500	<=50|<=500	train
1530	data_pandit/aa/1530/data.1530	19	380	<=50	<=500	<=50|<=500	train
1531	data_pandit/aa/1531/data.1531	5	377	<=50	<=500	<=50|<=500	train
1532	data_pandit/aa/1532/data.1532	28	229	<=50	<=500	<=50|<=500	train
1533	data_pandit/aa/1533/data.1533	22	156	<=50	<=500	<=50|<=500	train
1534	data_pandit/aa/1534/data.1534	23	205	<=50	<=500	<=50|<=500	train
1535	data_pandit/aa/1535/data.1535	6	216	<=50	<=500	<=50|<=500	train
1536	data_pandit/aa/1536/data.1536	10	425	<=50	<=500	<=50|<=500	train
1537	data_pandit/aa/1537/data.1537	28	148	<=50	<=500	<=50|<=500	train
1539	data_pandit/aa/1539/data.1539	7	200	<=50	<=500	<=50|<=500	train
1540	data_pandit/aa/1540/data.1540	7	359	<=50	<=500	<=50|<=500	train
1543	data_pandit/aa/1543/data.1543	17	172	<=50	<=500	<=50|<=500	train
1546	data_pandit/aa/1546/data.1546	9	112	<=50	<=500	<=50|<=500	train
1547	data_pandit/aa/1547/data.1547	12	349	<=50	<=500	<=50|<=500	train
1550	data_pandit/aa/1550/data.1550	18	215	<=50	<=500	<=50|<=500	train
1551	data_pandit/aa/1551/data.1551	5	230	<=50	<=500	<=50|<=500	train
1552	data_pandit/aa/1552/data.1552	278	750	>200	501-1000	>200|501-1000	train
1554	data_pandit/aa/1554/data.1554	14	92	<=50	<=500	<=50|<=500	train
1556	data_pandit/aa/1556/data.1556	18	144	<=50	<=500	<=50|<=500	train
1558	data_pandit/aa/1558/data.1558	30	297	<=50	<=500	<=50|<=500	train
1559	data_pandit/aa/1559/data.1559	15	170	<=50	<=500	<=50|<=500	train
1565	data_pandit/aa/1565/data.1565	24	467	<=50	<=500	<=50|<=500	train
1567	data_pandit/aa/1567/data.1567	15	333	<=50	<=500	<=50|<=500	train
1569	data_pandit/aa/1569/data.1569	13	120	<=50	<=500	<=50|<=500	train
1570	data_pandit/aa/1570/data.1570	80	372	51-100	<=500	51-100|<=500	train
1573	data_pandit/aa/1573/data.1573	8	105	<=50	<=500	<=50|<=500	train
1575	data_pandit/aa/1575/data.1575	20	130	<=50	<=500	<=50|<=500	train
1576	data_pandit/aa/1576/data.1576	72	714	51-100	501-1000	51-100|501-1000	train
1579	data_pandit/aa/1579/data.1579	5	97	<=50	<=500	<=50|<=500	train
1580	data_pandit/aa/1580/data.1580	7	55	<=50	<=500	<=50|<=500	train
1581	data_pandit/aa/1581/data.1581	14	72	<=50	<=500	<=50|<=500	train
1582	data_pandit/aa/1582/data.1582	4	172	<=50	<=500	<=50|<=500	train
1584	data_pandit/aa/1584/data.1584	14	237	<=50	<=500	<=50|<=500	train
1585	data_pandit/aa/1585/data.1585	20	95	<=50	<=500	<=50|<=500	train
1586	data_pandit/aa/1586/data.1586	13	726	<=50	501-1000	<=50|501-1000	train
1587	data_pandit/aa/1587/data.1587	16	292	<=50	<=500	<=50|<=500	train
1588	data_pandit/aa/1588/data.1588	28	130	<=50	<=500	<=50|<=500	train
1590	data_pandit/aa/1590/data.1590	28	154	<=50	<=500	<=50|<=500	train
1592	data_pandit/aa/1592/data.1592	10	227	<=50	<=500	<=50|<=500	train
1594	data_pandit/aa/1594/data.1594	14	123	<=50	<=500	<=50|<=500	train
1595	data_pandit/aa/1595/data.1595	23	76	<=50	<=500	<=50|<=500	train
1596	data_pandit/aa/1596/data.1596	9	491	<=50	<=500	<=50|<=500	train
1597	data_pandit/aa/1597/data.1597	18	148	<=50	<=500	<=50|<=500	train
1598	data_pandit/aa/1598/data.1598	13	408	<=50	<=500	<=50|<=500	train
1601	data_pandit/aa/1601/data.1601	9	170	<=50	<=500	<=50|<=500	train
1603	data_pandit/aa/1603/data.1603	7	522	<=50	501-1000	<=50|501-1000	train
1605	data_pandit/aa/1605/data.1605	17	184	<=50	<=500	<=50|<=500	train
1606	data_pandit/aa/1606/data.1606	10	404	<=50	<=500	<=50|<=500	train
1607	data_pandit/aa/1607/data.1607	60	472	51-100	<=500	51-100|<=500	train
1610	data_pandit/aa/1610/data.1610	4	907	<=50	501-1000	<=50|501-1000	train
1612	data_pandit/aa/1612/data.1612	13	256	<=50	<=500	<=50|<=500	train
1613	data_pandit/aa/1613/data.1613	8	480	<=50	<=500	<=50|<=500	train
1614	data_pandit/aa/1614/data.1614	9	69	<=50	<=500	<=50|<=500	train
1615	data_pandit/aa/1615/data.1615	10	111	<=50	<=500	<=50|<=500	train
1617	data_pandit/aa/1617/data.1617	8	101	<=50	<=500	<=50|<=500	train
1621	data_pandit/aa/1621/data.1621	39	94	<=50	<=500	<=50|<=500	train
1622	data_pandit/aa/1622/data.1622	12	285	<=50	<=500	<=50|<=500	train
1623	data_pandit/aa/1623/data.1623	8	247	<=50	<=500	<=50|<=500	train
1624	data_pandit/aa/1624/data.1624	14	353	<=50	<=500	<=50|<=500	train
1625	data_pandit/aa/1625/data.1625	4	555	<=50	501-1000	<=50|501-1000	train
1626	data_pandit/aa/1626/data.1626	13	240	<=50	<=500	<=50|<=500	train
1627	data_pandit/aa/1627/data.1627	11	36	<=50	<=500	<=50|<=500	train
1628	data_pandit/aa/1628/data.1628	14	88	<=50	<=500	<=50|<=500	train
1629	data_pandit/aa/1629/data.1629	7	203	<=50	<=500	<=50|<=500	train
1630	data_pandit/aa/1630/data.1630	14	147	<=50	<=500	<=50|<=500	train
1631	data_pandit/aa/1631/data.1631	12	211	<=50	<=500	<=50|<=500	train
1632	data_pandit/aa/1632/data.1632	9	65	<=50	<=500	<=50|<=500	train
1633	data_pandit/aa/1633/data.1633	14	86	<=50	<=500	<=50|<=500	train
1634	data_pandit/aa/1634/data.1634	34	307	<=50	<=500	<=50|<=500	train
1635	data_pandit/aa/1635/data.1635	19	214	<=50	<=500	<=50|<=500	train
1636	data_pandit/aa/1636/data.1636	13	163	<=50	<=500	<=50|<=500	train
1637	data_pandit/aa/1637/data.1637	7	377	<=50	<=500	<=50|<=500	train
1638	data_pandit/aa/1638/data.1638	14	137	<=50	<=500	<=50|<=500	train
1639	data_pandit/aa/1639/data.1639	8	345	<=50	<=500	<=50|<=500	train
1640	data_pandit/aa/1640/data.1640	56	355	51-100	<=500	51-100|<=500	train
1641	data_pandit/aa/1641/data.1641	18	569	<=50	501-1000	<=50|501-1000	train
1643	data_pandit/aa/1643/data.1643	9	59	<=50	<=500	<=50|<=500	train
1644	data_pandit/aa/1644/data.1644	18	280	<=50	<=500	<=50|<=500	train
1647	data_pandit/aa/1647/data.1647	8	153	<=50	<=500	<=50|<=500	train
1649	data_pandit/aa/1649/data.1649	23	190	<=50	<=500	<=50|<=500	train
1651	data_pandit/aa/1651/data.1651	7	240	<=50	<=500	<=50|<=500	train
1653	data_pandit/aa/1653/data.1653	19	397	<=50	<=500	<=50|<=500	train
1656	data_pandit/aa/1656/data.1656	27	145	<=50	<=500	<=50|<=500	train
1658	data_pandit/aa/1658/data.1658	7	318	<=50	<=500	<=50|<=500	train
1659	data_pandit/aa/1659/data.1659	19	44	<=50	<=500	<=50|<=500	train
1660	data_pandit/aa/1660/data.1660	11	26	<=50	<=500	<=50|<=500	train
1661	data_pandit/aa/1661/data.1661	23	287	<=50	<=500	<=50|<=500	train
1662	data_pandit/aa/1662/data.1662	44	205	<=50	<=500	<=50|<=500	train
1663	data_pandit/aa/1663/data.1663	63	628	51-100	501-1000	51-100|501-1000	train
1664	data_pandit/aa/1664/data.1664	18	225	<=50	<=500	<=50|<=500	train
1665	data_pandit/aa/1665/data.1665	42	202	<=50	<=500	<=50|<=500	train
1666	data_pandit/aa/1666/data.1666	115	494	101-200	<=500	101-200|<=500	train
1667	data_pandit/aa/1667/data.1667	17	235	<=50	<=500	<=50|<=500	train
1668	data_pandit/aa/1668/data.1668	14	626	<=50	501-1000	<=50|501-1000	train
1669	data_pandit/aa/1669/data.1669	65	245	51-100	<=500	51-100|<=500	train
1671	data_pandit/aa/1671/data.1671	4	453	<=50	<=500	<=50|<=500	train
1672	data_pandit/aa/1672/data.1672	6	258	<=50	<=500	<=50|<=500	train
1673	data_pandit/aa/1673/data.1673	6	276	<=50	<=500	<=50|<=500	train
1674	data_pandit/aa/1674/data.1674	17	147	<=50	<=500	<=50|<=500	train
1675	data_pandit/aa/1675/data.1675	6	422	<=50	<=500	<=50|<=500	train
1676	data_pandit/aa/1676/data.1676	14	669	<=50	501-1000	<=50|501-1000	train
1678	data_pandit/aa/1678/data.1678	16	235	<=50	<=500	<=50|<=500	train
1680	data_pandit/aa/1680/data.1680	5	117	<=50	<=500	<=50|<=500	train
1681	data_pandit/aa/1681/data.1681	7	88	<=50	<=500	<=50|<=500	train
1683	data_pandit/aa/1683/data.1683	6	40	<=50	<=500	<=50|<=500	train
1684	data_pandit/aa/1684/data.1684	9	91	<=50	<=500	<=50|<=500	train
1686	data_pandit/aa/1686/data.1686	41	95	<=50	<=500	<=50|<=500	train
1687	data_pandit/aa/1687/data.1687	59	59	51-100	<=500	51-100|<=500	train
1689	data_pandit/aa/1689/data.1689	11	204	<=50	<=500	<=50|<=500	train
1690	data_pandit/aa/1690/data.1690	13	359	<=50	<=500	<=50|<=500	train
1692	data_pandit/aa/1692/data.1692	8	42	<=50	<=500	<=50|<=500	train
1693	data_pandit/aa/1693/data.1693	9	227	<=50	<=500	<=50|<=500	train
1695	data_pandit/aa/1695/data.1695	22	329	<=50	<=500	<=50|<=500	train
1696	data_pandit/aa/1696/data.1696	16	450	<=50	<=500	<=50|<=500	train
1698	data_pandit/aa/1698/data.1698	16	368	<=50	<=500	<=50|<=500	train
1699	data_pandit/aa/1699/data.1699	54	164	51-100	<=500	51-100|<=500	train
1700	data_pandit/aa/1700/data.1700	10	128	<=50	<=500	<=50|<=500	train
1703	data_pandit/aa/1703/data.1703	5	285	<=50	<=500	<=50|<=500	train
1705	data_pandit/aa/1705/data.1705	5	452	<=50	<=500	<=50|<=500	train
1706	data_pandit/aa/1706/data.1706	21	1012	<=50	1001-5000	<=50|1001-5000	train
1709	data_pandit/aa/1709/data.1709	20	100	<=50	<=500	<=50|<=500	train
1710	data_pandit/aa/1710/data.1710	9	375	<=50	<=500	<=50|<=500	train
1711	data_pandit/aa/1711/data.1711	15	68	<=50	<=500	<=50|<=500	train
1712	data_pandit/aa/1712/data.1712	22	253	<=50	<=500	<=50|<=500	train
1713	data_pandit/aa/1713/data.1713	25	243	<=50	<=500	<=50|<=500	train
1720	data_pandit/aa/1720/data.1720	5	133	<=50	<=500	<=50|<=500	train
1721	data_pandit/aa/1721/data.1721	18	145	<=50	<=500	<=50|<=500	train
1723	data_pandit/aa/1723/data.1723	42	110	<=50	<=500	<=50|<=500	train
1724	data_pandit/aa/1724/data.1724	21	263	<=50	<=500	<=50|<=500	train
1725	data_pandit/aa/1725/data.1725	22	296	<=50	<=500	<=50|<=500	train
1726	data_pandit/aa/1726/data.1726	19	61	<=50	<=500	<=50|<=500	train
1728	data_pandit/aa/1728/data.1728	114	216	101-200	<=500	101-200|<=500	train
1729	data_pandit/aa/1729/data.1729	4	228	<=50	<=500	<=50|<=500	train
1732	data_pandit/aa/1732/data.1732	15	155	<=50	<=500	<=50|<=500	train
1737	data_pandit/aa/1737/data.1737	38	320	<=50	<=500	<=50|<=500	train
1739	data_pandit/aa/1739/data.1739	9	127	<=50	<=500	<=50|<=500	train
1752	data_pandit/aa/1752/data.1752	19	274	<=50	<=500	<=50|<=500	train
1754	data_pandit/aa/1754/data.1754	29	429	<=50	<=500	<=50|<=500	train
1757	data_pandit/aa/1757/data.1757	6	380	<=50	<=500	<=50|<=500	train
1759	data_pandit/aa/1759/data.1759	5	224	<=50	<=500	<=50|<=500	train
1760	data_pandit/aa/1760/data.1760	4	182	<=50	<=500	<=50|<=500	train
1761	data_pandit/aa/1761/data.1761	9	224	<=50	<=500	<=50|<=500	train
1762	data_pandit/aa/1762/data.1762	10	349	<=50	<=500	<=50|<=500	train
1763	data_pandit/aa/1763/data.1763	8	344	<=50	<=500	<=50|<=500	train
1765	data_pandit/aa/1765/data.1765	22	492	<=50	<=500	<=50|<=500	train
1766	data_pandit/aa/1766/data.1766	17	136	<=50	<=500	<=50|<=500	train
1767	data_pandit/aa/1767/data.1767	6	192	<=50	<=500	<=50|<=500	train
1770	data_pandit/aa/1770/data.1770	12	333	<=50	<=500	<=50|<=500	train
1771	data_pandit/aa/1771/data.1771	11	347	<=50	<=500	<=50|<=500	train
1773	data_pandit/aa/1773/data.1773	5	150	<=50	<=500	<=50|<=500	train
1775	data_pandit/aa/1775/data.1775	18	134	<=50	<=500	<=50|<=500	train
1776	data_pandit/aa/1776/data.1776	8	178	<=50	<=500	<=50|<=500	train
1777	data_pandit/aa/1777/data.1777	42	116	<=50	<=500	<=50|<=500	train
1779	data_pandit/aa/1779/data.1779	6	251	<=50	<=500	<=50|<=500	train
1781	data_pandit/aa/1781/data.1781	4	140	<=50	<=500	<=50|<=500	train
1785	data_pandit/aa/1785/data.1785	6	296	<=50	<=500	<=50|<=500	train
1790	data_pandit/aa/1790/data.1790	66	98	51-100	<=500	51-100|<=500	train
1792	data_pandit/aa/1792/data.1792	5	116	<=50	<=500	<=50|<=500	train
1793	data_pandit/aa/1793/data.1793	13	152	<=50	<=500	<=50|<=500	train
1794	data_pandit/aa/1794/data.1794	5	379	<=50	<=500	<=50|<=500	train
1795	data_pandit/aa/1795/data.1795	7	257	<=50	<=500	<=50|<=500	train
1797	data_pandit/aa/1797/data.1797	44	345	<=50	<=500	<=50|<=500	train
1799	data_pandit/aa/1799/data.1799	26	109	<=50	<=500	<=50|<=500	train
1802	data_pandit/aa/1802/data.1802	122	155	101-200	<=500	101-200|<=500	train
1805	data_pandit/aa/1805/data.1805	9	209	<=50	<=500	<=50|<=500	train
1806	data_pandit/aa/1806/data.1806	9	157	<=50	<=500	<=50|<=500	train
1807	data_pandit/aa/1807/data.1807	12	214	<=50	<=500	<=50|<=500	train
1808	data_pandit/aa/1808/data.1808	113	613	101-200	501-1000	101-200|501-1000	train
1810	data_pandit/aa/1810/data.1810	19	348	<=50	<=500	<=50|<=500	train
1811	data_pandit/aa/1811/data.1811	32	79	<=50	<=500	<=50|<=500	train
1813	data_pandit/aa/1813/data.1813	8	566	<=50	501-1000	<=50|501-1000	train
1815	data_pandit/aa/1815/data.1815	38	210	<=50	<=500	<=50|<=500	train
1816	data_pandit/aa/1816/data.1816	12	380	<=50	<=500	<=50|<=500	train
1817	data_pandit/aa/1817/data.1817	32	333	<=50	<=500	<=50|<=500	train
1819	data_pandit/aa/1819/data.1819	4	159	<=50	<=500	<=50|<=500	train
1820	data_pandit/aa/1820/data.1820	59	300	51-100	<=500	51-100|<=500	train
1821	data_pandit/aa/1821/data.1821	13	77	<=50	<=500	<=50|<=500	train
